trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights
76eb3_00000,0.42770132422447205,0.5542424917221069,0.8263494372367859,0.8472011685371399,0.9225893020629883,0.8193026781082153,29.504640102386475,True,,,8,dae3f8ebc5284bb3bb16794f2c637007,2021-09-23_19-26-50,1632414410,246.84508180618286,290462,crimv3srv042,10.141.0.36,246.84508180618286,0,8,"0_batch_size=512,bidirectional=False,dropout_lin=0.39817,dropout_lstm=0.71728,hidden_dim=8,learning_rate=0.039587,lstm_layers=2,lstm_output_dim=53,opt_step_size=9,weight_decay=0.00028835",0.039587168192662094,512,False,2,8,53,0.7172761655193792,0.39816525933312885,9,0.0002883462345557105,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00001,0.3871588408946991,0.5867900848388672,0.8396328091621399,0.8505240082740784,0.9402922987937927,0.8315625786781311,70.24662446975708,True,,,18,217fc2fd84734a0e813a766179c992af,2021-09-23_19-48-21,1632415701,1285.8944149017334,290455,crimv3srv042,10.141.0.36,1285.8944149017334,0,18,"1_batch_size=128,bidirectional=True,dropout_lin=0.39662,dropout_lstm=0.55374,hidden_dim=16,learning_rate=0.0019993,lstm_layers=1,lstm_output_dim=83,opt_step_size=6,weight_decay=0.00043463",0.0019992880265103955,128,True,1,16,83,0.5537399175525918,0.3966239272427421,6,0.0004346289831854427,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00002,0.4979960024356842,0.5750197172164917,0.8339548707008362,0.8548574447631836,0.9239481687545776,0.8279210329055786,62.472206115722656,True,,,50,ecd02955862240b1b879f8d9f98d3580,2021-09-23_20-37-37,1632418657,2949.2482962608337,290454,crimv3srv042,10.141.0.36,2949.2482962608337,0,50,"2_batch_size=256,bidirectional=True,dropout_lin=0.65065,dropout_lstm=0.80255,hidden_dim=32,learning_rate=1.6222e-06,lstm_layers=2,lstm_output_dim=118,opt_step_size=1,weight_decay=0.00086799",1.6222234427007961e-06,256,True,2,32,118,0.8025548237279574,0.6506500038652444,1,0.0008679850282655256,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00003,0.4854668974876404,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,41.310524463653564,True,,,11,0e307d67c14c49c880b57fbd6e5fa114,2021-09-23_20-45-52,1632419152,488.075630903244,290460,crimv3srv042,10.141.0.36,488.075630903244,0,11,"3_batch_size=256,bidirectional=True,dropout_lin=0.78413,dropout_lstm=0.27672,hidden_dim=8,learning_rate=3.1717e-05,lstm_layers=2,lstm_output_dim=18,opt_step_size=11,weight_decay=0.0015323",3.171664209183031e-05,256,True,2,8,18,0.2767230880502991,0.7841258682991564,11,0.0015322981384009635,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00004,0.4096582531929016,0.5551701784133911,0.8292386531829834,0.829990029335022,0.9563524723052979,0.815381646156311,38.99646878242493,True,,,14,a228e2fd1e264940ace7beea02ba0542,2021-09-23_20-55-10,1632419710,551.7446267604828,290457,crimv3srv042,10.141.0.36,551.7446267604828,0,14,"4_batch_size=256,bidirectional=True,dropout_lin=0.33601,dropout_lstm=0.1878,hidden_dim=8,learning_rate=0.035132,lstm_layers=1,lstm_output_dim=120,opt_step_size=19,weight_decay=1.4633e-05",0.03513242968306809,256,True,1,8,120,0.18779589884314596,0.33601321078745094,19,1.4633499297278856e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00005,0.6333600282669067,0.5265401005744934,0.7950161099433899,0.8807377219200134,0.8233778476715088,0.7991839647293091,25.677703619003296,True,,,50,a1f9f2deca8648cd9072bc4b74e7cdec,2021-09-23_21-17-22,1632421042,1325.111043214798,290445,crimv3srv042,10.141.0.36,1325.111043214798,0,50,"5_batch_size=2048,bidirectional=True,dropout_lin=0.93267,dropout_lstm=0.14408,hidden_dim=8,learning_rate=4.1969e-06,lstm_layers=2,lstm_output_dim=107,opt_step_size=17,weight_decay=0.0077631",4.196893165507808e-06,2048,True,2,8,107,0.14408031523049492,0.9326725539905188,17,0.007763076267105095,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00006,0.6000412106513977,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,76.8916563987732,True,,,7,10cf70e23f904cc4bed949ca1bef3129,2021-09-23_21-26-49,1632421609,560.5125634670258,290458,crimv3srv042,10.141.0.36,560.5125634670258,0,7,"6_batch_size=128,bidirectional=True,dropout_lin=0.73614,dropout_lstm=0.91937,hidden_dim=8,learning_rate=0.087942,lstm_layers=2,lstm_output_dim=10,opt_step_size=6,weight_decay=0.0062789",0.0879424854265971,128,True,2,8,10,0.9193657244013549,0.7361351543335145,6,0.0062789157806008725,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00007,0.599779486656189,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,74.00682091712952,True,,,15,2cb0a2dd54e446499253a71b0a3f7a6b,2021-09-23_21-45-38,1632422738,1123.0579385757446,290438,crimv3srv042,10.141.0.36,1123.0579385757446,0,15,"7_batch_size=128,bidirectional=False,dropout_lin=0.86413,dropout_lstm=0.18683,hidden_dim=64,learning_rate=0.03658,lstm_layers=1,lstm_output_dim=53,opt_step_size=6,weight_decay=9.653e-05",0.036580486673791594,128,False,1,64,53,0.18682720225716265,0.8641266939786866,6,9.652992214099185e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00008,0.43503376841545105,0.5249744057655334,0.8182845115661621,0.8099291324615479,0.9735628366470337,0.796206533908844,143.48555755615234,True,,,50,61b8fd2cd08c48f58cfe60add719fe2c,2021-09-23_23-47-18,1632430038,7293.709886074066,290448,crimv3srv042,10.141.0.36,7293.709886074066,0,50,"8_batch_size=64,bidirectional=True,dropout_lin=0.74999,dropout_lstm=0.07539,hidden_dim=16,learning_rate=2.5932e-06,lstm_layers=2,lstm_output_dim=39,opt_step_size=10,weight_decay=0.0021818",2.5932307843276902e-06,64,True,2,16,39,0.07538955805195346,0.749989442028329,10,0.0021817697361229834,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
76eb3_00009,0.3851134777069092,0.5941771864891052,0.8412105441093445,0.8597629070281982,0.9287413358688354,0.8354907035827637,70.0836067199707,True,,,22,0ea3eee6b2f040638f8196df7a92d730,2021-09-24_00-13-24,1632431604,1559.223168849945,290456,crimv3srv042,10.141.0.36,1559.223168849945,0,22,"9_batch_size=128,bidirectional=True,dropout_lin=0.068424,dropout_lstm=0.70738,hidden_dim=32,learning_rate=0.00035392,lstm_layers=1,lstm_output_dim=42,opt_step_size=12,weight_decay=0.00025618",0.00035391883561705883,128,True,1,32,42,0.7073787100022381,0.06842410861653969,12,0.00025617597539009994,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
