trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
05d4d_00000,3.823767900466919,0.6261106133460999,0.8575970530509949,0.8726596236228943,0.9407641291618347,0.8521225452423096,71.66314697265625,6726.6728515625,-3.091200590133667,132.6338827610016,True,,,10,e5511d57d45b41bab5d507f94a53b97c,2021-10-04_18-18-23,1633360703,1405.0379116535187,396331,crimv3srv033,10.141.0.15,1405.0379116535187,0,10,"0_batch_size=256,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.67486,dropout_lstm=0.35485,hidden_dim=64,learning_rate=0.00021767,lstm_layers=2,lstm_output_dim=50,opt_step_size=15",0.0002176744790625032,256,True,2,64,50,0.3548461509213148,0.6748589227134181,15,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,9,tsfresh,20min_centered
05d4d_00001,1.9112436771392822,0.6378569006919861,0.8601194620132446,0.8850581049919128,0.9274085164070129,0.8570541143417358,71.66314697265625,6726.6728515625,-3.091200590133667,107.34370064735413,True,,,15,8a643ab8cd7845658260abc906f8f753,2021-10-04_18-46-22,1633362382,1672.4804601669312,396319,crimv3srv033,10.141.0.15,1672.4804601669312,0,15,"1_batch_size=512,bidirectional=False,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.064836,dropout_lstm=0.48213,hidden_dim=64,learning_rate=0.0081246,lstm_layers=1,lstm_output_dim=18,opt_step_size=3",0.008124644141343524,512,False,1,64,18,0.4821286836359586,0.06483581998490984,3,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,7,tsfresh,20min_centered
05d4d_00002,2.159625291824341,0.6433790326118469,0.8616609573364258,0.8888269066810608,0.9247615933418274,0.8591450452804565,71.66314697265625,6726.6728515625,-3.091200590133667,93.62595891952515,True,,,20,ff2747b3a74c4daea592bdd959547236,2021-10-04_19-18-21,1633364301,1911.9740381240845,396326,crimv3srv033,10.141.0.15,1911.9740381240845,0,20,"2_batch_size=256,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.43758,dropout_lstm=0.97509,hidden_dim=32,learning_rate=0.00128,lstm_layers=1,lstm_output_dim=196,opt_step_size=19",0.0012799842447589632,256,True,1,32,196,0.9750894043719446,0.43758464476378656,19,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,8,tsfresh,20min_centered
05d4d_00003,3.1498210430145264,0.5837121605873108,0.8442395329475403,0.8464002013206482,0.9591930508613586,0.832520067691803,71.68720245361328,6729.18310546875,-3.0951895713806152,362.59765219688416,True,,,6,e10b96dbbdd84a2cb8b1ea36c61013b9,2021-10-04_19-55-56,1633366556,2246.5593016147614,396328,crimv3srv033,10.141.0.15,2246.5593016147614,0,6,"3_batch_size=32,bidirectional=False,cnn_kernel_size=8,cnn_layers=3,dropout_lin=0.50307,dropout_lstm=0.97983,hidden_dim=8,learning_rate=0.017239,lstm_layers=1,lstm_output_dim=30,opt_step_size=15",0.0172386277684567,32,False,1,8,30,0.9798250674266539,0.5030730251064299,15,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,8,tsfresh,20min_centered
05d4d_00004,2.742420196533203,0.3945041596889496,0.785480797290802,0.7820470929145813,0.97609943151474,0.7452274560928345,71.68720245361328,6729.18310546875,-3.0951895713806152,411.78304052352905,True,,,7,c316a28696d149c1a4dc7b4057d40832,2021-10-04_20-43-27,1633369407,2843.6447339057922,396312,crimv3srv033,10.141.0.15,2843.6447339057922,0,7,"4_batch_size=32,bidirectional=False,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.22949,dropout_lstm=0.10186,hidden_dim=64,learning_rate=0.04741,lstm_layers=1,lstm_output_dim=211,opt_step_size=17",0.047410415252116124,32,False,1,64,211,0.10186251017955894,0.22948707305438565,17,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,20min_centered
05d4d_00005,4.114757537841797,0.5665752291679382,0.8364892601966858,0.8225786685943604,0.9873091578483582,0.814678966999054,71.66314697265625,6726.6728515625,-3.091200590133667,129.60082364082336,True,,,20,4aac82edde1c43668e61529366fc5830,2021-10-04_21-26-59,1633372019,2603.9916427135468,396329,crimv3srv033,10.141.0.15,2603.9916427135468,0,20,"5_batch_size=256,bidirectional=True,cnn_kernel_size=10,cnn_layers=3,dropout_lin=0.80793,dropout_lstm=0.03057,hidden_dim=8,learning_rate=0.00040027,lstm_layers=1,lstm_output_dim=198,opt_step_size=16",0.00040027065841564816,256,True,1,8,198,0.030570460506992858,0.8079285195536265,16,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,10,tsfresh,20min_centered
05d4d_00006,3.758451223373413,0.5882062911987305,0.8453090190887451,0.8532499670982361,0.9499015212059021,0.8359071612358093,71.66314697265625,6726.6728515625,-3.091200590133667,120.41047811508179,True,,,20,7ea168efe7f04c04884829a5e43cc6d3,2021-10-04_22-07-49,1633374469,2442.0777020454407,396314,crimv3srv033,10.141.0.15,2442.0777020454407,0,20,"6_batch_size=512,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.48254,dropout_lstm=0.062458,hidden_dim=128,learning_rate=3.4031e-06,lstm_layers=1,lstm_output_dim=59,opt_step_size=18",3.4031219340515905e-06,512,True,1,128,59,0.06245797963573818,0.4825433823827574,18,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,8,tsfresh,20min_centered
05d4d_00007,5.082064151763916,0.0,0.7232332825660706,0.7232332825660706,1.0,0.607075572013855,71.52286529541016,6709.5771484375,-3.0732240676879883,47.52498149871826,True,,,20,35fa12dc0af04e94802cc5d57db78cef,2021-10-04_22-23-41,1633375421,943.6366803646088,396323,crimv3srv033,10.141.0.15,943.6366803646088,0,20,"7_batch_size=2048,bidirectional=False,cnn_kernel_size=2,cnn_layers=1,dropout_lin=0.85777,dropout_lstm=0.44045,hidden_dim=16,learning_rate=0.0018528,lstm_layers=2,lstm_output_dim=252,opt_step_size=7",0.0018527862981730684,2048,False,2,16,252,0.4404498514078836,0.8577681553141291,7,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,2,tsfresh,20min_centered
05d4d_00008,4.176671504974365,-0.3289084732532501,0.36193832755088806,0.5836561918258667,0.4181137979030609,0.39602211117744446,71.69376373291016,6730.11572265625,-3.0957417488098145,116.65638089179993,True,,,16,d3c970d5df57482fa6b8c1b22cdb12c3,2021-10-04_22-56-07,1633377367,1939.173867225647,396313,crimv3srv033,10.141.0.15,1939.173867225647,0,16,"8_batch_size=128,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.25042,dropout_lstm=0.89361,hidden_dim=8,learning_rate=0.0010635,lstm_layers=2,lstm_output_dim=109,opt_step_size=5",0.0010635307914294051,128,True,2,8,109,0.8936054351298869,0.2504150153371918,5,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,20min_centered
05d4d_00009,3.7622230052948,0.6415219902992249,0.8634660243988037,0.869693398475647,0.954235315322876,0.8566884398460388,71.54000854492188,6712.82470703125,-3.0730366706848145,104.64017391204834,True,,,20,f54a9bd8e9f24de289179ba49a562d0e,2021-10-04_23-32-23,1633379543,2165.667215824127,396310,crimv3srv033,10.141.0.15,2165.667215824127,0,20,"9_batch_size=1024,bidirectional=True,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.4935,dropout_lstm=0.61475,hidden_dim=64,learning_rate=5.8793e-05,lstm_layers=2,lstm_output_dim=136,opt_step_size=9",5.879320080151172e-05,1024,True,2,64,136,0.6147515315068254,0.49350413073231614,9,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,2,tsfresh,20min_centered
05d4d_00010,1.9000272750854492,0.6295250058174133,0.8586217761039734,0.8749338388442993,0.939144492149353,0.853567898273468,71.66314697265625,6726.6728515625,-3.091200590133667,109.13162064552307,True,,,12,c453c4d469fc49b4a85037668dc3cc52,2021-10-04_23-55-07,1633380907,1352.8350205421448,396320,crimv3srv033,10.141.0.15,1352.8350205421448,0,12,"10_batch_size=512,bidirectional=False,cnn_kernel_size=5,cnn_layers=3,dropout_lin=0.049473,dropout_lstm=0.46268,hidden_dim=64,learning_rate=0.024674,lstm_layers=2,lstm_output_dim=111,opt_step_size=5",0.024674306434128292,512,False,2,64,111,0.462677421382485,0.04947338644746513,5,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,5,tsfresh,20min_centered
05d4d_00011,5.548890113830566,0.0,0.724952757358551,0.724952757358551,1.0,0.6093575358390808,71.69376373291016,6730.11572265625,-3.0957417488098145,134.75641798973083,True,,,20,3659693b42f440359fbe1f22c6ab0f71,2021-10-05_00-41-09,1633383669,2754.8739976882935,396315,crimv3srv033,10.141.0.15,2754.8739976882935,0,20,"11_batch_size=128,bidirectional=False,cnn_kernel_size=3,cnn_layers=3,dropout_lin=0.59767,dropout_lstm=0.77529,hidden_dim=8,learning_rate=1.8918e-06,lstm_layers=2,lstm_output_dim=93,opt_step_size=14",1.8918083606951393e-06,128,False,2,8,93,0.7752901946499436,0.5976702072816149,14,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,3,tsfresh,20min_centered
05d4d_00012,2.4654347896575928,0.0,0.7248863577842712,0.7248863577842712,1.0,0.609269380569458,71.68720245361328,6729.18310546875,-3.0951895713806152,641.4077050685883,True,,,9,2415b90feb724b8aba149006323175e9,2021-10-05_02-19-55,1633389595,5914.455095291138,396322,crimv3srv033,10.141.0.15,5914.455095291138,0,9,"12_batch_size=16,bidirectional=False,cnn_kernel_size=5,cnn_layers=3,dropout_lin=0.80885,dropout_lstm=0.79231,hidden_dim=8,learning_rate=0.0006213,lstm_layers=1,lstm_output_dim=109,opt_step_size=8",0.0006213020494211491,16,False,1,8,109,0.7923066261824858,0.8088510092897356,8,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,5,tsfresh,20min_centered
05d4d_00013,2.79069447517395,0.650562047958374,0.8664526343345642,0.8807078003883362,0.9435949921607971,0.8618181347846985,71.69376373291016,6730.11572265625,-3.0957417488098145,167.9748818874359,True,,,20,6d5696524bfb42cea23a30c8ed57c533,2021-10-05_03-15-51,1633392951,3345.9784705638885,396311,crimv3srv033,10.141.0.15,3345.9784705638885,0,20,"13_batch_size=128,bidirectional=True,cnn_kernel_size=7,cnn_layers=2,dropout_lin=0.55159,dropout_lstm=0.41897,hidden_dim=32,learning_rate=0.00014061,lstm_layers=2,lstm_output_dim=78,opt_step_size=19",0.00014060638138188727,128,True,2,32,78,0.41897374747713445,0.5515890112398609,19,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,7,tsfresh,20min_centered
