trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
31059_00000,0.4385950267314911,0.0,0.7291025519371033,0.7291025519371033,1.0,0.6148744821548462,205.71044421195984,True,,,20,7db5db5ac3d4463cb64789fb28386ce4,2021-09-26_18-52-28,1632671548,4101.28827381134,215989,crimv3mgpu024,10.141.0.30,4101.28827381134,0,20,"0_batch_size=64,bidirectional=True,cnn_kernel_size=8,dropout_lin=0.65428,dropout_lstm=0.37919,hidden_dim=64,learning_rate=2.3189e-06,lstm_layers=2,lstm_output_dim=77,opt_step_size=11,weight_decay=0.0024319",2.318904772229963e-06,64,True,2,64,77,0.37919351874656726,0.6542772236368197,11,0.002431944934918241,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],8,raw,20min_notcentered
31059_00001,0.4265444278717041,0.49822181463241577,0.8166777491569519,0.8050584197044373,0.9876225590705872,0.7858317494392395,104.26142764091492,True,,,20,afdf89b9ea4a496987e477843272bdde,2021-09-26_19-28-35,1632673715,2159.90353679657,216001,crimv3mgpu024,10.141.0.30,2159.90353679657,0,20,"1_batch_size=256,bidirectional=True,cnn_kernel_size=9,dropout_lin=0.74381,dropout_lstm=0.71361,hidden_dim=128,learning_rate=4.7614e-05,lstm_layers=1,lstm_output_dim=11,opt_step_size=18,weight_decay=0.0052262",4.761447014490178e-05,256,True,1,128,11,0.7136058247415011,0.7438097155090279,18,0.0052261835861208295,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],9,raw,20min_notcentered
31059_00002,0.5799249410629272,0.0,0.7274236679077148,0.7274236679077148,1.0,0.6126408576965332,31.29241633415222,True,,,20,23acda3ae3f9490993ad56517e007b66,2021-09-26_19-39-44,1632674384,662.1400270462036,215991,crimv3mgpu024,10.141.0.30,662.1400270462036,0,20,"2_batch_size=2048,bidirectional=True,cnn_kernel_size=6,dropout_lin=0.26689,dropout_lstm=0.40711,hidden_dim=16,learning_rate=1.9407e-06,lstm_layers=2,lstm_output_dim=88,opt_step_size=5,weight_decay=0.0013335",1.9406698997278915e-06,2048,True,2,16,88,0.4071136156493179,0.26689092524285263,5,0.0013335063953347115,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],6,raw,20min_notcentered
31059_00003,0.7377892136573792,0.0,0.2711603045463562,0.0,0.0,0.11568629741668701,54.50782346725464,True,,,20,039f74bb9ac644d5b13030c86f76b6a9,2021-09-26_19-58-51,1632675531,1140.455504655838,215990,crimv3mgpu024,10.141.0.30,1140.455504655838,0,20,"3_batch_size=512,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.86146,dropout_lstm=0.64871,hidden_dim=128,learning_rate=1.3999e-06,lstm_layers=1,lstm_output_dim=27,opt_step_size=8,weight_decay=0.0030913",1.3999144483301961e-06,512,False,1,128,27,0.6487109751222092,0.8614618341636664,8,0.0030912680179613515,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],7,raw,20min_notcentered
31059_00004,0.4018714725971222,0.5816864967346191,0.8448164463043213,0.8539655208587646,0.949463963508606,0.8351964950561523,258.2941801548004,True,,,9,e0e78408180c4b8f952bf0c0da968173,2021-09-26_20-37-49,1632677869,2330.5883593559265,215993,crimv3mgpu024,10.141.0.30,2330.5883593559265,0,9,"4_batch_size=32,bidirectional=False,cnn_kernel_size=4,dropout_lin=0.099167,dropout_lstm=0.6809,hidden_dim=32,learning_rate=0.00015844,lstm_layers=2,lstm_output_dim=103,opt_step_size=4,weight_decay=0.0079295",0.0001584403200609572,32,False,2,32,103,0.6808983864879743,0.09916702866721294,4,0.007929489719929994,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],4,raw,20min_notcentered
31059_00005,0.3753950893878937,0.5764941573143005,0.8428178429603577,0.8473576903343201,0.9561614394187927,0.8313096165657043,24.70356059074402,True,,,20,cbf685a23adb400e966f3f695fdab80b,2021-09-26_20-46-47,1632678407,530.7225003242493,215979,crimv3mgpu024,10.141.0.30,530.7225003242493,0,20,"5_batch_size=2048,bidirectional=False,cnn_kernel_size=6,dropout_lin=0.27001,dropout_lstm=0.20065,hidden_dim=8,learning_rate=0.0014302,lstm_layers=2,lstm_output_dim=70,opt_step_size=18,weight_decay=0.0015806",0.0014301916342965325,2048,False,2,8,70,0.2006544833300955,0.270013311737318,18,0.0015805782756436878,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],6,raw,20min_notcentered
31059_00006,0.3723498284816742,0.5809910297393799,0.8450549840927124,0.8468582630157471,0.9612334370613098,0.8327754139900208,41.27586841583252,True,,,16,d15824a6e12647098c632c6d4011bdf1,2021-09-26_20-58-44,1632679124,707.8791584968567,215982,crimv3mgpu024,10.141.0.30,707.8791584968567,0,16,"6_batch_size=512,bidirectional=False,cnn_kernel_size=6,dropout_lin=0.48511,dropout_lstm=0.23378,hidden_dim=16,learning_rate=0.0023368,lstm_layers=2,lstm_output_dim=60,opt_step_size=4,weight_decay=6.9545e-05",0.0023368364137832088,512,False,2,16,60,0.2337780590318519,0.485113698292434,4,6.954483633791453e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],6,raw,20min_notcentered
31059_00007,0.584297776222229,0.0,0.7291025519371033,0.7291025519371033,1.0,0.6148744821548462,273.0487582683563,True,,,6,fd033c7a1e664968983a6923e948a9ab,2021-09-26_21-26-08,1632680768,1637.3707058429718,215994,crimv3mgpu024,10.141.0.30,1637.3707058429718,0,6,"7_batch_size=64,bidirectional=True,cnn_kernel_size=5,dropout_lin=0.86244,dropout_lstm=0.31344,hidden_dim=128,learning_rate=0.039949,lstm_layers=1,lstm_output_dim=56,opt_step_size=1,weight_decay=0.0018277",0.03994920931179765,64,True,1,128,56,0.31343967697888564,0.8624444580059127,1,0.0018276783436288178,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],5,raw,20min_notcentered
31059_00008,0.3866938352584839,0.5587483048439026,0.8377242088317871,0.8363071084022522,0.9665328860282898,0.8221116065979004,44.68985986709595,True,,,20,5991e0f399004826b0085dab4ec481cd,2021-09-26_21-41-20,1632681680,905.6789703369141,215988,crimv3mgpu024,10.141.0.30,905.6789703369141,0,20,"8_batch_size=256,bidirectional=False,cnn_kernel_size=4,dropout_lin=0.62066,dropout_lstm=0.28762,hidden_dim=16,learning_rate=3.4245e-05,lstm_layers=1,lstm_output_dim=70,opt_step_size=4,weight_decay=6.5227e-05",3.4244550502775146e-05,256,False,1,16,70,0.2876239546917879,0.6206561461491176,4,6.522695894196689e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],4,raw,20min_notcentered
31059_00009,0.48614248633384705,0.016794538125395775,0.7290034890174866,0.7289750576019287,1.0,0.6148500442504883,233.64861059188843,True,,,7,c87ad60d41f843a29913fd90d28c823e,2021-09-26_22-09-10,1632683350,1662.0993297100067,215992,crimv3mgpu024,10.141.0.30,1662.0993297100067,0,7,"9_batch_size=32,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.87175,dropout_lstm=0.86634,hidden_dim=32,learning_rate=0.00012526,lstm_layers=1,lstm_output_dim=103,opt_step_size=17,weight_decay=1.4822e-05",0.00012526453856921043,32,False,1,32,103,0.8663370121392293,0.8717528497634857,17,1.4822204468392021e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],7,raw,20min_notcentered
