trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
11be0_00000,0.4512134790420532,0.5689186453819275,0.8324475288391113,0.8716208934783936,0.9016605019569397,0.829882025718689,284.7213490009308,True,,,6,a89340ec2f6e46d69df8be6d4352b4f4,2021-09-26_18-11-43,1632669103,1707.7925055027008,417243,crimv3mgpu008,10.141.0.6,1707.7925055027008,0,6,"0_batch_size=32,bidirectional=False,cnn_kernel_size=5,dropout_lin=0.52777,dropout_lstm=0.3728,hidden_dim=64,learning_rate=0.015941,lstm_layers=1,lstm_output_dim=31,opt_step_size=7,weight_decay=3.193e-05",0.01594136754268329,32,False,1,64,31,0.3728016503810304,0.5277688856533296,7,3.193019216418085e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],5,tsfresh,20min_centered
11be0_00001,0.3878375291824341,0.6023785471916199,0.8481206297874451,0.8708111643791199,0.9281777739524841,0.843325138092041,255.08718061447144,True,,,20,86777b826e1642789c56ba7de2ae31b2,2021-09-26_19-38-01,1632674281,5171.167083263397,417248,crimv3mgpu008,10.141.0.6,5171.167083263397,0,20,"1_batch_size=32,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.58787,dropout_lstm=0.98275,hidden_dim=8,learning_rate=1.336e-06,lstm_layers=1,lstm_output_dim=95,opt_step_size=13,weight_decay=0.0013519",1.3360170709919409e-06,32,True,1,8,95,0.982751682177052,0.587870370836839,13,0.0013518781788961324,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],3,tsfresh,20min_centered
11be0_00002,0.3822578489780426,0.6368998289108276,0.8608090281486511,0.8768928647041321,0.939483106136322,0.8560424447059631,65.86044192314148,True,,,20,a487d3644ae14dd280021e9aeb8b4d4e,2021-09-26_19-57-54,1632675474,1180.4167609214783,417252,crimv3mgpu008,10.141.0.6,1180.4167609214783,0,20,"2_batch_size=1024,bidirectional=False,cnn_kernel_size=10,dropout_lin=0.67748,dropout_lstm=0.30332,hidden_dim=32,learning_rate=1.3093e-05,lstm_layers=2,lstm_output_dim=91,opt_step_size=19,weight_decay=6.2648e-05",1.3092678503269305e-05,1024,False,2,32,91,0.30332345191642796,0.6774818013520837,19,6.264797433558446e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],10,tsfresh,20min_centered
11be0_00003,0.35296571254730225,0.6324346661567688,0.8595414161682129,0.8765808343887329,0.9382742643356323,0.8547611832618713,58.08394765853882,True,,,20,0e18af005362416080b5d1ee13a53a96,2021-09-26_20-18-01,1632676681,1200.3140621185303,417242,crimv3mgpu008,10.141.0.6,1200.3140621185303,0,20,"3_batch_size=256,bidirectional=True,cnn_kernel_size=10,dropout_lin=0.050295,dropout_lstm=0.17652,hidden_dim=8,learning_rate=8.8862e-06,lstm_layers=2,lstm_output_dim=51,opt_step_size=4,weight_decay=0.0036106",8.886242621149365e-06,256,True,2,8,51,0.176524539442377,0.050294717545374845,4,0.0036106169444298556,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],10,tsfresh,20min_centered
11be0_00004,0.4793815314769745,0.0,0.7232332825660706,0.7232332825660706,1.0,0.607075572013855,40.38482332229614,True,,,20,1e71f79077744ac4b47bd674ec256bed,2021-09-26_20-31-43,1632677503,814.0469965934753,417253,crimv3mgpu008,10.141.0.6,814.0469965934753,0,20,"4_batch_size=2048,bidirectional=False,cnn_kernel_size=9,dropout_lin=0.74021,dropout_lstm=0.94023,hidden_dim=16,learning_rate=7.6627e-06,lstm_layers=1,lstm_output_dim=109,opt_step_size=19,weight_decay=3.0811e-05",7.662736819147017e-06,2048,False,1,16,109,0.9402267816175401,0.7402055480120059,19,3.081080411634037e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],9,tsfresh,20min_centered
11be0_00005,0.5882889628410339,0.0,0.7250891923904419,0.7250891923904419,1.0,0.609538733959198,142.49028038978577,True,,,7,34db6c976f7241b68e19a81aac6047bd,2021-09-26_20-49-24,1632678564,1054.3522963523865,417246,crimv3mgpu008,10.141.0.6,1054.3522963523865,0,7,"5_batch_size=64,bidirectional=True,cnn_kernel_size=2,dropout_lin=0.98693,dropout_lstm=0.97532,hidden_dim=8,learning_rate=0.0023611,lstm_layers=1,lstm_output_dim=70,opt_step_size=12,weight_decay=0.0017844",0.0023611076504045595,64,True,1,8,70,0.9753246863285209,0.9869323905066304,12,0.0017843836761401648,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],2,tsfresh,20min_centered
11be0_00006,0.37655964493751526,0.5974853038787842,0.8474635481834412,0.8346534371376038,0.9845413565635681,0.8301491141319275,39.34854078292847,True,,,13,9699e3e492d04a04a207e2ef102618cb,2021-09-26_20-59-08,1632679148,575.2137293815613,417255,crimv3mgpu008,10.141.0.6,575.2137293815613,0,13,"6_batch_size=512,bidirectional=True,cnn_kernel_size=4,dropout_lin=0.79623,dropout_lstm=0.45998,hidden_dim=16,learning_rate=0.00052005,lstm_layers=1,lstm_output_dim=53,opt_step_size=3,weight_decay=3.6824e-05",0.0005200492584491531,512,True,1,16,53,0.45997752391376157,0.7962346663505493,3,3.682418186113173e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],4,tsfresh,20min_centered
11be0_00007,0.37851932644844055,0.5993320345878601,0.8483692407608032,0.8361459374427795,0.9835877418518066,0.8315598368644714,97.29668045043945,True,,,18,5c726a858b3142748b58dd8285fc53f7,2021-09-26_21-29-53,1632680993,1836.8304731845856,417251,crimv3mgpu008,10.141.0.6,1836.8304731845856,0,18,"7_batch_size=128,bidirectional=True,cnn_kernel_size=8,dropout_lin=0.7536,dropout_lstm=0.74582,hidden_dim=32,learning_rate=0.00021497,lstm_layers=1,lstm_output_dim=101,opt_step_size=7,weight_decay=0.0020136",0.0002149696654934219,128,True,1,32,101,0.7458215839630341,0.7536002956363834,7,0.002013644738468913,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],8,tsfresh,20min_centered
11be0_00008,0.41902899742126465,0.5587217211723328,0.8340040445327759,0.8202781081199646,0.9873529076576233,0.8112223148345947,90.23273015022278,True,,,9,f1baba5dfb144af6ba05ecbb1798e81b,2021-09-26_21-44-11,1632681851,851.6490287780762,417249,crimv3mgpu008,10.141.0.6,851.6490287780762,0,9,"8_batch_size=128,bidirectional=False,cnn_kernel_size=4,dropout_lin=0.78937,dropout_lstm=0.40471,hidden_dim=16,learning_rate=0.0048993,lstm_layers=2,lstm_output_dim=102,opt_step_size=17,weight_decay=1.8091e-05",0.004899282594762299,128,False,2,16,102,0.4047066651691211,0.7893663986977548,17,1.8090931869500704e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],4,tsfresh,20min_centered
11be0_00009,0.5893893241882324,0.0,0.7246444225311279,0.7246444225311279,1.0,0.6089481711387634,143.06347799301147,True,,,12,0c87c40c43aa47049a4ee16faceb0252,2021-09-26_22-13-07,1632683587,1728.673842906952,417237,crimv3mgpu008,10.141.0.6,1728.673842906952,0,12,"9_batch_size=256,bidirectional=True,cnn_kernel_size=2,dropout_lin=0.93216,dropout_lstm=0.57355,hidden_dim=128,learning_rate=0.015837,lstm_layers=1,lstm_output_dim=89,opt_step_size=8,weight_decay=0.0047988",0.01583655062043621,256,True,1,128,89,0.5735481958462658,0.9321592395265371,8,0.004798767153304361,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],2,tsfresh,20min_centered
