trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
d47b7_00000,0.4238981604576111,0.5710614919662476,0.8325281143188477,0.8501991033554077,0.928142249584198,0.8255279660224915,99.89230513572693,True,,,20,912612c3671d42ac96ce77ef2f417b99,2021-10-03_23-21-54,1633292514,2023.1018733978271,448294,crimv3srv041,10.141.0.35,2023.1018733978271,0,20,"0_batch_size=2048,bidirectional=True,cnn_kernel_size=10,cnn_layers=2,dropout_lin=0.23642,dropout_lstm=0.90355,hidden_dim=128,learning_rate=7.0969e-05,lstm_layers=1,lstm_output_dim=235,opt_step_size=8",7.096881676124006e-05,2048,True,1,128,235,0.9035491806112491,0.23641751648082188,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,10,raw,10min_centered
d47b7_00001,0.6316899657249451,0.0,0.7122480273246765,0.7122480273246765,1.0,0.5925511717796326,97.41214060783386,True,,,20,3d472fb6165e4496bc55446c76380133,2021-10-03_23-54-41,1633294481,1955.4776430130005,448289,crimv3srv041,10.141.0.35,1955.4776430130005,0,20,"1_batch_size=512,bidirectional=False,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.98493,dropout_lstm=0.95332,hidden_dim=128,learning_rate=1.0902e-06,lstm_layers=2,lstm_output_dim=42,opt_step_size=10",1.0901762947389784e-06,512,False,2,128,42,0.9533172894913933,0.9849313352359974,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,2,raw,10min_centered
d47b7_00002,0.45791053771972656,0.5767999291419983,0.8333895206451416,0.8598906397819519,0.9153655171394348,0.8287479877471924,295.9662494659424,True,,,7,c1d26d5b913248d39f5d7a57b026d9b4,2021-10-04_00-30-45,1633296645,2155.7411613464355,448297,crimv3srv041,10.141.0.35,2155.7411613464355,0,7,"2_batch_size=32,bidirectional=False,cnn_kernel_size=7,cnn_layers=2,dropout_lin=0.54171,dropout_lstm=0.77708,hidden_dim=8,learning_rate=0.00014405,lstm_layers=2,lstm_output_dim=62,opt_step_size=11",0.00014405326435676868,32,False,2,8,62,0.7770817891929399,0.5417091065744382,11,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,7,raw,10min_centered
d47b7_00003,0.392548531293869,0.5799464583396912,0.8371240496635437,0.8480536937713623,0.9398509860038757,0.828677773475647,369.2827649116516,True,,,13,e4d4bde00f10403ea9830fb578b237ea,2021-10-04_01-54-24,1633301664,5007.292076826096,448298,crimv3srv041,10.141.0.35,5007.292076826096,0,13,"3_batch_size=32,bidirectional=True,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.16334,dropout_lstm=0.29808,hidden_dim=16,learning_rate=0.00065303,lstm_layers=2,lstm_output_dim=13,opt_step_size=5",0.0006530335968312589,32,True,2,16,13,0.2980802024365653,0.16334313614925133,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,9,raw,10min_centered
d47b7_00004,0.5395385026931763,0.0,0.7126719951629639,0.7126719951629639,1.0,0.5931099057197571,685.9185619354248,True,,,17,38eb7468b52a4f37abe9e009d82fa1a2,2021-10-04_05-10-13,1633313413,11738.328098535538,448290,crimv3srv041,10.141.0.35,11738.328098535538,0,17,"4_batch_size=16,bidirectional=True,cnn_kernel_size=8,cnn_layers=3,dropout_lin=0.71384,dropout_lstm=0.80414,hidden_dim=16,learning_rate=0.0085087,lstm_layers=2,lstm_output_dim=31,opt_step_size=7",0.008508718997361189,16,True,2,16,31,0.804135353204618,0.7138405920536872,7,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,8,raw,10min_centered
d47b7_00005,0.7910658121109009,0.0,0.7114600539207458,0.7114600539207458,1.0,0.5915129780769348,34.995361328125,True,,,6,ac10fb5e118b47679975bb2d28e331cf,2021-10-04_05-14-11,1633313651,229.5793170928955,448292,crimv3srv041,10.141.0.35,229.5793170928955,0,6,"5_batch_size=2048,bidirectional=False,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.0034714,dropout_lstm=0.95263,hidden_dim=8,learning_rate=0.012487,lstm_layers=2,lstm_output_dim=148,opt_step_size=5",0.01248671221715804,2048,False,2,8,148,0.9526272781681141,0.003471380765204146,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,2,raw,10min_centered
d47b7_00006,0.5276915431022644,0.29528480768203735,0.7472096681594849,0.738595724105835,0.9987816214561462,0.6680797934532166,312.4039988517761,True,,,20,b21dd50144ad47a684d531011c268158,2021-10-04_06-59-02,1633319942,6283.470700740814,448285,crimv3srv041,10.141.0.35,6283.470700740814,0,20,"6_batch_size=32,bidirectional=False,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.94297,dropout_lstm=0.18894,hidden_dim=32,learning_rate=8.0013e-05,lstm_layers=1,lstm_output_dim=110,opt_step_size=10",8.001287575314809e-05,32,False,1,32,110,0.18894318843906732,0.9429709827803425,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,7,raw,10min_centered
d47b7_00007,0.39485490322113037,0.5798920392990112,0.8364385366439819,0.847136378288269,0.9394819140434265,0.8280013799667358,34.34891319274902,True,,,11,2d98048643154fd1a9e3a75da20431fb,2021-10-04_07-05-26,1633320326,373.34455943107605,448295,crimv3srv041,10.141.0.35,373.34455943107605,0,11,"7_batch_size=1024,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.075201,dropout_lstm=0.82235,hidden_dim=8,learning_rate=0.0017919,lstm_layers=1,lstm_output_dim=156,opt_step_size=17",0.001791920833926591,1024,True,1,8,156,0.822351778575436,0.07520145982657023,17,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,8,raw,10min_centered
d47b7_00008,0.568744957447052,0.0,0.7126719951629639,0.7126719951629639,1.0,0.5931099057197571,298.05387783050537,True,,,10,9b002f5746484a3d8c84d83a349eee36,2021-10-04_07-54-37,1633323277,2944.745504140854,448283,crimv3srv041,10.141.0.35,2944.745504140854,0,10,"8_batch_size=32,bidirectional=False,cnn_kernel_size=4,cnn_layers=2,dropout_lin=0.94736,dropout_lstm=0.96639,hidden_dim=32,learning_rate=0.00011072,lstm_layers=1,lstm_output_dim=194,opt_step_size=8",0.00011071653687734324,32,False,1,32,194,0.9663869274374263,0.947360858468292,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,4,raw,10min_centered
d47b7_00009,0.42778071761131287,0.5548076629638672,0.8290867805480957,0.8270423412322998,0.9612758159637451,0.8139390349388123,58.34816884994507,True,,,14,c18777141e4a4f84b1ffb4bcd5f4217d,2021-10-04_08-09-08,1633324148,863.15056681633,448287,crimv3srv041,10.141.0.35,863.15056681633,0,14,"9_batch_size=256,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.65192,dropout_lstm=0.51679,hidden_dim=32,learning_rate=0.0024393,lstm_layers=1,lstm_output_dim=17,opt_step_size=17",0.0024392902323718286,256,True,1,32,17,0.5167878340371777,0.6519169413582105,17,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,9,raw,10min_centered
