trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
5aecc_00000,0.6381490230560303,0.48647424578666687,0.8034710884094238,0.7909619808197021,0.9837573766708374,0.7719307541847229,161.65583276748657,True,,,20,62a999d88fcd47b1aa21db6258fe251f,2021-10-03_22-49-59,1633290599,3315.682731151581,5682,crimv3mgpu003,10.141.0.1,3315.682731151581,0,20,"0_batch_size=2048,bidirectional=True,cnn_kernel_size=8,cnn_layers=3,dropout_lin=0.72316,dropout_lstm=0.66213,hidden_dim=128,learning_rate=1.8226e-05,lstm_layers=1,lstm_output_dim=8,opt_step_size=15",1.8225970754033516e-05,2048,True,1,128,8,0.6621274153015481,0.7231606527630166,15,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,8,tsfresh,10min_centered
5aecc_00001,0.35917460918426514,0.6310011744499207,0.8552989363670349,0.8604429960250854,0.9506730437278748,0.8481886386871338,92.42989325523376,True,,,18,792ee343f6674905aa047f48015de086,2021-10-03_23-19-36,1633292376,1770.6780383586884,5667,crimv3mgpu003,10.141.0.1,1770.6780383586884,0,18,"1_batch_size=1024,bidirectional=False,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.3983,dropout_lstm=0.19059,hidden_dim=32,learning_rate=0.0089374,lstm_layers=1,lstm_output_dim=146,opt_step_size=14",0.008937402253837386,1024,False,1,32,146,0.19059099221704046,0.3982968113300712,14,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,9,tsfresh,10min_centered
5aecc_00002,0.3980571925640106,0.5833553671836853,0.8377215266227722,0.8521177172660828,0.9343059659004211,0.8304560780525208,84.8059458732605,True,,,20,2a11a0c6a4ea4c228cd64897ffab9757,2021-10-03_23-48-12,1633294092,1707.9989931583405,5678,crimv3mgpu003,10.141.0.1,1707.9989931583405,0,20,"2_batch_size=512,bidirectional=False,cnn_kernel_size=3,cnn_layers=2,dropout_lin=0.49175,dropout_lstm=0.47843,hidden_dim=16,learning_rate=6.1285e-06,lstm_layers=1,lstm_output_dim=226,opt_step_size=18",6.128456389077937e-06,512,False,1,16,226,0.4784260203313876,0.49174678554670626,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,3,tsfresh,10min_centered
5aecc_00003,0.35815078020095825,0.6292636394500732,0.855256974697113,0.8605913519859314,0.9509462714195251,0.8480326533317566,712.6839580535889,True,,,20,29b18d2925e040ab9fd8f9bb05e02f0c,2021-10-04_03-46-16,1633308376,14274.183285474777,5671,crimv3mgpu003,10.141.0.1,14274.183285474777,0,20,"3_batch_size=16,bidirectional=False,cnn_kernel_size=6,cnn_layers=1,dropout_lin=0.55562,dropout_lstm=0.041878,hidden_dim=64,learning_rate=4.2536e-06,lstm_layers=2,lstm_output_dim=18,opt_step_size=11",4.253583307220698e-06,16,False,2,64,18,0.04187838558293422,0.5556214114127671,11,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,6,tsfresh,10min_centered
5aecc_00004,0.3550075590610504,0.6340152621269226,0.8563799262046814,0.8696042895317078,0.9393928647041321,0.8512046933174133,143.71066999435425,True,,,20,26b8e055b6964cd2b1cf4dcfdd059d62,2021-10-04_04-34-50,1633311290,2907.069098711014,5683,crimv3mgpu003,10.141.0.1,2907.069098711014,0,20,"4_batch_size=128,bidirectional=True,cnn_kernel_size=7,cnn_layers=1,dropout_lin=0.23439,dropout_lstm=0.26795,hidden_dim=32,learning_rate=1.1451e-05,lstm_layers=2,lstm_output_dim=124,opt_step_size=10",1.1451208288975519e-05,128,True,2,32,124,0.2679544780480967,0.2343872840108273,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,7,tsfresh,10min_centered
5aecc_00005,0.3496827185153961,0.6400079131126404,0.8588228225708008,0.8689414858818054,0.9443340301513672,0.8532465100288391,726.3575477600098,True,,,12,c19f7bc15b8a46a0bd274a31fd5dfebd,2021-10-04_06-57-56,1633319876,8574.900760412216,5660,crimv3mgpu003,10.141.0.1,8574.900760412216,0,12,"5_batch_size=16,bidirectional=True,cnn_kernel_size=4,cnn_layers=2,dropout_lin=0.45203,dropout_lstm=0.59458,hidden_dim=32,learning_rate=8.7675e-05,lstm_layers=1,lstm_output_dim=29,opt_step_size=1",8.76754302307322e-05,16,True,1,32,29,0.5945762604183373,0.4520256790606608,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,4,tsfresh,10min_centered
5aecc_00006,0.3527759313583374,0.6302433609962463,0.8550047278404236,0.8682152032852173,0.939156174659729,0.8496667742729187,104.97689938545227,True,,,20,5f0bf90c324541eeb0cfbd451f4a715c,2021-10-04_07-34-15,1633322055,2168.950802087784,5652,crimv3mgpu003,10.141.0.1,2168.950802087784,0,20,"6_batch_size=256,bidirectional=False,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.36861,dropout_lstm=0.36879,hidden_dim=8,learning_rate=9.5267e-05,lstm_layers=1,lstm_output_dim=50,opt_step_size=18",9.52667510168084e-05,256,False,1,8,50,0.3687900053936267,0.36860620704900915,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,7,tsfresh,10min_centered
5aecc_00007,0.3720533549785614,0.6175260543823242,0.8509283661842346,0.8473725914955139,0.9644107818603516,0.8403753638267517,113.92689490318298,True,,,11,1065e7fba93b453da49d41cc75c7e450,2021-10-04_07-55-42,1633323342,1279.1861276626587,5692,crimv3mgpu003,10.141.0.1,1279.1861276626587,0,11,"7_batch_size=512,bidirectional=True,cnn_kernel_size=4,cnn_layers=2,dropout_lin=0.63889,dropout_lstm=0.57303,hidden_dim=64,learning_rate=0.00072973,lstm_layers=1,lstm_output_dim=84,opt_step_size=10",0.0007297325847465965,512,True,1,64,84,0.5730319234482534,0.6388898582316039,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,4,tsfresh,10min_centered
5aecc_00008,0.4467678368091583,0.4087110757827759,0.7751273512840271,0.7602185606956482,0.9987339973449707,0.7197087407112122,123.01804804801941,True,,,10,2bcfb8590eba485ba390768ed33f437a,2021-10-04_08-17-29,1633324649,1300.4379615783691,5693,crimv3mgpu003,10.141.0.1,1300.4379615783691,0,10,"8_batch_size=1024,bidirectional=True,cnn_kernel_size=10,cnn_layers=3,dropout_lin=0.82398,dropout_lstm=0.47963,hidden_dim=64,learning_rate=0.0064477,lstm_layers=1,lstm_output_dim=175,opt_step_size=17",0.006447717759667178,1024,True,1,64,175,0.47962715849819004,0.8239804626461776,17,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,10,tsfresh,10min_centered
5aecc_00009,0.3543340563774109,0.6367850303649902,0.8562702536582947,0.8775366544723511,0.9278655648231506,0.8527649641036987,185.03390216827393,True,,,19,48432e28d1114bea8221bfb47e1423d3,2021-10-04_09-16-14,1633328174,3518.4653754234314,5668,crimv3mgpu003,10.141.0.1,3518.4653754234314,0,19,"9_batch_size=128,bidirectional=False,cnn_kernel_size=10,cnn_layers=3,dropout_lin=0.13544,dropout_lstm=0.79138,hidden_dim=64,learning_rate=0.0003038,lstm_layers=2,lstm_output_dim=77,opt_step_size=18",0.00030380055543191624,128,False,2,64,77,0.7913808802857496,0.13543918205638394,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,10,tsfresh,10min_centered
5aecc_00010,0.3843283951282501,0.600504457950592,0.8445679545402527,0.8355787396430969,0.9735273122787476,0.8304618000984192,180.90157437324524,True,,,13,fc3765273d9a4faa8bcb9875526a24c3,2021-10-04_09-56-16,1633330576,2395.2881536483765,5686,crimv3mgpu003,10.141.0.1,2395.2881536483765,0,13,"10_batch_size=64,bidirectional=False,cnn_kernel_size=5,cnn_layers=1,dropout_lin=0.57891,dropout_lstm=0.63599,hidden_dim=32,learning_rate=0.0052589,lstm_layers=1,lstm_output_dim=145,opt_step_size=5",0.005258888664280077,64,False,1,32,145,0.6359897345633017,0.5789132263299005,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,5,tsfresh,10min_centered
5aecc_00011,0.3751961886882782,0.6227628588676453,0.8527715802192688,0.8482407331466675,0.9661439657211304,0.8422607779502869,78.83845400810242,True,,,17,29cecddc5e75490a81ba41551159d773,2021-10-04_10-20-39,1633332039,1454.9687805175781,5654,crimv3mgpu003,10.141.0.1,1454.9687805175781,0,17,"11_batch_size=512,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.70173,dropout_lstm=0.028912,hidden_dim=8,learning_rate=0.00068958,lstm_layers=1,lstm_output_dim=156,opt_step_size=1",0.0006895847117711178,512,True,1,8,156,0.028912070135341472,0.701729177500591,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,8,tsfresh,10min_centered
5aecc_00012,0.3583790361881256,0.6301077604293823,0.8532674908638,0.8773014545440674,0.9232316017150879,0.8500447273254395,380.10148310661316,True,,,20,fa0f0ac3065f4d8699e44099845798e0,2021-10-04_12-28-42,1633339722,7677.297131061554,5679,crimv3mgpu003,10.141.0.1,7677.297131061554,0,20,"12_batch_size=32,bidirectional=False,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.31684,dropout_lstm=0.47259,hidden_dim=16,learning_rate=3.857e-05,lstm_layers=2,lstm_output_dim=103,opt_step_size=3",3.856975618805362e-05,32,False,2,16,103,0.4725903052534117,0.3168415299293711,3,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,9,tsfresh,10min_centered
5aecc_00013,0.4619293510913849,0.3237219452857971,0.754942774772644,0.7465449571609497,0.9925228357315063,0.6884507536888123,78.36412906646729,True,,,6,9e0cbf675f464c50af32c2d0571ad874,2021-10-04_12-37-48,1633340268,537.7544839382172,5690,crimv3mgpu003,10.141.0.1,537.7544839382172,0,6,"13_batch_size=2048,bidirectional=False,cnn_kernel_size=7,cnn_layers=1,dropout_lin=0.5893,dropout_lstm=0.948,hidden_dim=64,learning_rate=0.020902,lstm_layers=2,lstm_output_dim=173,opt_step_size=12",0.02090169995853023,2048,False,2,64,173,0.948000872396907,0.589299290700462,12,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,7,tsfresh,10min_centered
