trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
7d0d8_00000,6.810327529907227,0.0,0.7553523182868958,0.7553523182868958,1.0,0.6500770449638367,73.35541534423828,6724.49609375,-3.865095853805542,39.340588092803955,True,,,20,e3b003ee86844d159c2d40b7b1c51e59,2021-09-28_11-09-10,1632816550,796.3777804374695,171832,crimv3srv040,10.141.0.34,796.3777804374695,0,20,"0_batch_size=1024,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.62704,dropout_lstm=0.26449,hidden_dim=16,learning_rate=8.1679e-06,lstm_layers=2,lstm_output_dim=48,opt_step_size=7,weight_decay=0.0031731",8.167870571729685e-06,1024,True,2,16,48,0.2644907469803185,0.6270440773017617,7,0.0031731466561358574,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],3,tsfresh,40min_notcentered
7d0d8_00001,3.7036213874816895,0.0,0.7553646564483643,0.7553646564483643,1.0,0.650093674659729,73.38082122802734,6727.2587890625,-3.8706109523773193,142.09394359588623,True,,,20,5e74b9f3ca3841a2b13e321199654197,2021-09-28_11-57-34,1632819454,2896.8522651195526,171825,crimv3srv040,10.141.0.34,2896.8522651195526,0,20,"1_batch_size=64,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.82262,dropout_lstm=0.62296,hidden_dim=8,learning_rate=0.00014973,lstm_layers=2,lstm_output_dim=52,opt_step_size=7,weight_decay=0.0031751",0.00014972608298904344,64,False,2,8,52,0.6229565032623958,0.8226217971992709,7,0.0031751205441449943,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],7,tsfresh,40min_notcentered
7d0d8_00002,7.385411739349365,0.0,0.7553646564483643,0.7553646564483643,1.0,0.650093674659729,73.38082122802734,6727.2587890625,-3.8706109523773193,305.081490278244,True,,,20,84089a8ae85d410f898bf88eeebe5eca,2021-09-28_13-37-47,1632825467,6003.193948507309,171824,crimv3srv040,10.141.0.34,6003.193948507309,0,20,"2_batch_size=64,bidirectional=True,cnn_kernel_size=6,dropout_lin=0.97121,dropout_lstm=0.080133,hidden_dim=128,learning_rate=1.3615e-05,lstm_layers=1,lstm_output_dim=19,opt_step_size=15,weight_decay=0.0011352",1.361501711123645e-05,64,True,1,128,19,0.08013261607729061,0.9712080320637432,15,0.001135168634242625,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],6,tsfresh,40min_notcentered
7d0d8_00003,4.7229323387146,0.0,0.7553523182868958,0.7553523182868958,1.0,0.6500770449638367,73.35541534423828,6724.49609375,-3.865095853805542,30.983750820159912,True,,,20,229033e00bb84af9861f711f3bd0ac07,2021-09-28_13-49-23,1632826163,679.1712980270386,171827,crimv3srv040,10.141.0.34,679.1712980270386,0,20,"3_batch_size=2048,bidirectional=False,cnn_kernel_size=3,dropout_lin=0.81002,dropout_lstm=0.98354,hidden_dim=32,learning_rate=0.00023911,lstm_layers=1,lstm_output_dim=93,opt_step_size=4,weight_decay=7.1597e-05",0.00023910915572982852,2048,False,1,32,93,0.9835363541774249,0.8100226678395311,4,7.15966816425225e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],3,tsfresh,40min_notcentered
7d0d8_00004,3.0078086853027344,0.0,0.7553646564483643,0.7553646564483643,1.0,0.650093674659729,73.38082122802734,6727.2587890625,-3.8706109523773193,86.81277561187744,True,,,20,2b6036ad9d1642cbb6c7beb1d1612469,2021-09-28_14-19-18,1632827958,1787.9181094169617,171838,crimv3srv040,10.141.0.34,1787.9181094169617,0,20,"4_batch_size=128,bidirectional=False,cnn_kernel_size=8,dropout_lin=0.96729,dropout_lstm=0.29188,hidden_dim=16,learning_rate=0.0011619,lstm_layers=2,lstm_output_dim=117,opt_step_size=3,weight_decay=2.1095e-05",0.0011618960402972635,128,False,2,16,117,0.2918813414092146,0.9672874073060517,3,2.1095176391238432e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],8,tsfresh,40min_notcentered
7d0d8_00005,2.038266658782959,0.1853121519088745,0.7668551206588745,0.7646952271461487,0.998632550239563,0.6779992580413818,73.35541534423828,6724.49609375,-3.865095853805542,51.32588815689087,True,,,17,fec64fb55773458d9c525d7ef57580c5,2021-09-28_14-35-10,1632828910,944.9019291400909,171828,crimv3srv040,10.141.0.34,944.9019291400909,0,17,"5_batch_size=1024,bidirectional=True,cnn_kernel_size=9,dropout_lin=0.49294,dropout_lstm=0.16076,hidden_dim=32,learning_rate=0.064294,lstm_layers=2,lstm_output_dim=76,opt_step_size=1,weight_decay=3.5507e-05",0.06429425449817099,1024,True,2,32,76,0.160762554392071,0.492936307448964,1,3.55065277507991e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],9,tsfresh,40min_notcentered
7d0d8_00006,7.691454887390137,0.46562671661376953,0.8214956521987915,0.8399743437767029,0.9434126615524292,0.8057223558425903,73.35541534423828,6724.49609375,-3.865095853805542,39.583189487457275,True,,,20,29ef493666a542548e38bad478fba546,2021-09-28_14-49-34,1632829774,857.1183500289917,171829,crimv3srv040,10.141.0.34,857.1183500289917,0,20,"6_batch_size=1024,bidirectional=True,cnn_kernel_size=5,dropout_lin=0.053052,dropout_lstm=0.85446,hidden_dim=32,learning_rate=3.9337e-06,lstm_layers=1,lstm_output_dim=25,opt_step_size=16,weight_decay=0.00066322",3.933683036638772e-06,1024,True,1,32,25,0.8544589044363683,0.05305218850018267,16,0.0006632184783473034,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],5,tsfresh,40min_notcentered
7d0d8_00007,4.045894145965576,0.5728249549865723,0.8514310121536255,0.8749042749404907,0.9373337030410767,0.8447942137718201,73.35541534423828,6724.49609375,-3.865095853805542,51.94079780578613,True,,,20,43dd71289d1446d7a9ca5d4f50010e40,2021-09-28_15-08-23,1632830903,1120.617341518402,171840,crimv3srv040,10.141.0.34,1120.617341518402,0,20,"7_batch_size=1024,bidirectional=True,cnn_kernel_size=2,dropout_lin=0.69445,dropout_lstm=0.050355,hidden_dim=64,learning_rate=1.7539e-05,lstm_layers=1,lstm_output_dim=86,opt_step_size=8,weight_decay=0.00075205",1.753850838035096e-05,1024,True,1,64,86,0.05035528475221296,0.6944485769950615,8,0.0007520465136690822,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],2,tsfresh,40min_notcentered
7d0d8_00008,3.4226584434509277,0.0,0.7551380395889282,0.7551380395889282,1.0,0.6497875452041626,73.37128448486328,6725.79833984375,-3.869826316833496,314.14438366889954,True,,,20,b16a51a345204b11a34b538f0b6ae4f2,2021-09-28_16-54-36,1632837276,6365.410787820816,171804,crimv3srv040,10.141.0.34,6365.410787820816,0,20,"8_batch_size=32,bidirectional=False,cnn_kernel_size=5,dropout_lin=0.99381,dropout_lstm=0.076326,hidden_dim=64,learning_rate=0.00014442,lstm_layers=2,lstm_output_dim=95,opt_step_size=1,weight_decay=0.0009427",0.00014441593500586847,32,False,2,64,95,0.0763256633597783,0.9938063453255709,1,0.0009427001236283089,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],5,tsfresh,40min_notcentered
7d0d8_00009,5.287399768829346,0.06060659512877464,0.7566575407981873,0.7565131783485413,0.9995524883270264,0.653780460357666,73.35541534423828,6724.49609375,-3.865095853805542,63.147520542144775,True,,,20,458ca64805764dcebdc1293188d7c134,2021-09-28_17-17-12,1632838632,1343.5763711929321,171785,crimv3srv040,10.141.0.34,1343.5763711929321,0,20,"9_batch_size=256,bidirectional=True,cnn_kernel_size=6,dropout_lin=0.76427,dropout_lstm=0.22978,hidden_dim=32,learning_rate=2.3771e-06,lstm_layers=1,lstm_output_dim=111,opt_step_size=7,weight_decay=0.00035221",2.3771315970234927e-06,256,True,1,32,111,0.2297763896664543,0.7642703529348275,7,0.00035220790706546874,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],6,tsfresh,40min_notcentered
