trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
0b99d_00000,3.2911956310272217,0.5546271204948425,0.8282099366188049,0.8270782232284546,0.9588543772697449,0.8136099576950073,70.49896240234375,6739.3369140625,-2.6770269870758057,190.8089780807495,True,,,6,25743b3eb77943c6823cb6d13dd19e5a,2021-10-04_18-15-15,1633360515,1209.2700424194336,313720,crimv3srv040,10.141.0.34,1209.2700424194336,0,6,"0_batch_size=1024,bidirectional=True,cnn_kernel_size=8,cnn_layers=2,dropout_lin=0.45925,dropout_lstm=0.85074,hidden_dim=128,learning_rate=0.033529,lstm_layers=2,lstm_output_dim=237,opt_step_size=15",0.033528950937551205,1024,True,2,128,237,0.8507449878373279,0.45924761764806277,15,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,8,tsfresh,10min_centered
0b99d_00001,2.5085363388061523,0.5857071280479431,0.8366350531578064,0.8629451990127563,0.9162999987602234,0.832301139831543,70.66425323486328,6757.12890625,-2.698350191116333,362.9179971218109,True,,,11,37a7d773b6a242c0a15978d0528b3d71,2021-10-04_19-22-39,1633364559,4036.3890295028687,313725,crimv3srv040,10.141.0.34,4036.3890295028687,0,11,"1_batch_size=32,bidirectional=False,cnn_kernel_size=10,cnn_layers=2,dropout_lin=0.6477,dropout_lstm=0.23305,hidden_dim=8,learning_rate=0.011136,lstm_layers=2,lstm_output_dim=228,opt_step_size=14",0.011136297999990467,32,False,2,8,228,0.23305262517414072,0.6477003744214388,14,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,10,tsfresh,10min_centered
0b99d_00002,3.4166789054870605,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,70.68305206298828,6758.9521484375,-2.7011220455169678,186.52782225608826,True,,,8,fafb76950cb6435da506ac0824865c64,2021-10-04_19-48-28,1633366108,1537.7024533748627,313719,crimv3srv040,10.141.0.34,1537.7024533748627,0,8,"2_batch_size=64,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.95653,dropout_lstm=0.1504,hidden_dim=8,learning_rate=0.029031,lstm_layers=2,lstm_output_dim=8,opt_step_size=16",0.02903097320375357,64,True,2,8,8,0.15039792112119,0.9565251600638242,16,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,10min_centered
0b99d_00003,5.0074076652526855,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,70.68305206298828,6758.9521484375,-2.7011220455169678,239.289621591568,True,,,20,9e1cd81bc4ec4f0cb9d52162e48e0c16,2021-10-04_21-10-01,1633371001,4886.395128965378,313724,crimv3srv040,10.141.0.34,4886.395128965378,0,20,"3_batch_size=64,bidirectional=True,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.92103,dropout_lstm=0.05915,hidden_dim=16,learning_rate=0.00010139,lstm_layers=2,lstm_output_dim=225,opt_step_size=1",0.00010138682794786872,64,True,2,16,225,0.05915009558619089,0.9210265095614022,1,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,9,tsfresh,10min_centered
0b99d_00004,2.2022604942321777,0.6347768902778625,0.8554264903068542,0.8760080933570862,0.9284298419952393,0.8517447113990784,70.62234497070312,6752.59130859375,-2.692964792251587,89.15249252319336,True,,,20,6693e65c131c4e0babf7858c0b7b78aa,2021-10-04_21-39-44,1633372784,1776.1188735961914,313726,crimv3srv040,10.141.0.34,1776.1188735961914,0,20,"4_batch_size=512,bidirectional=False,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.10261,dropout_lstm=0.52897,hidden_dim=128,learning_rate=0.0020419,lstm_layers=1,lstm_output_dim=196,opt_step_size=2",0.0020419482023409236,512,False,1,128,196,0.5289664947823803,0.10261264923369862,2,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,10min_centered
0b99d_00005,6.062782287597656,0.5265060663223267,0.8193620443344116,0.8199043273925781,0.956671416759491,0.8027572631835938,70.66425323486328,6757.12890625,-2.698350191116333,300.60231351852417,True,,,20,3e1072ccae5647f894828c725865f668,2021-10-04_23-23-00,1633378980,6189.438189983368,313713,crimv3srv040,10.141.0.34,6189.438189983368,0,20,"5_batch_size=32,bidirectional=False,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.74297,dropout_lstm=0.15213,hidden_dim=8,learning_rate=1.545e-06,lstm_layers=1,lstm_output_dim=247,opt_step_size=3",1.5450110897314362e-06,32,False,1,8,247,0.15213151862207175,0.7429650155861047,3,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,9,tsfresh,10min_centered
0b99d_00006,2.78537654876709,0.626412034034729,0.8540513515472412,0.8628842234611511,0.9455115795135498,0.8475409150123596,70.68363952636719,6759.17529296875,-2.7009339332580566,94.24571871757507,True,,,20,8f44de1d98384a7ea3a27d423e725ead,2021-10-04_23-55-50,1633380950,1958.1918859481812,313711,crimv3srv040,10.141.0.34,1958.1918859481812,0,20,"6_batch_size=128,bidirectional=False,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.39094,dropout_lstm=0.14582,hidden_dim=16,learning_rate=0.00043754,lstm_layers=1,lstm_output_dim=113,opt_step_size=16",0.00043754137157822766,128,False,1,16,113,0.14581821823100438,0.39093668347180277,16,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,10min_centered
0b99d_00007,6.392027854919434,0.5451056957244873,0.824868381023407,0.8147910237312317,0.9762352705001831,0.8041974902153015,70.68363952636719,6759.17529296875,-2.7009339332580566,120.09605765342712,True,,,20,82efe1394c1b4b27b9f12898a51c5974,2021-10-05_00-36-48,1633383408,2446.7267413139343,313721,crimv3srv040,10.141.0.34,2446.7267413139343,0,20,"7_batch_size=128,bidirectional=False,cnn_kernel_size=7,cnn_layers=2,dropout_lin=0.8209,dropout_lstm=0.077424,hidden_dim=16,learning_rate=1.4824e-05,lstm_layers=2,lstm_output_dim=223,opt_step_size=2",1.4823864358431243e-05,128,False,2,16,223,0.07742383184476842,0.8209001262032867,2,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,7,tsfresh,10min_centered
0b99d_00008,2.244783878326416,0.60988849401474,0.8484033346176147,0.8501120209693909,0.9558079242706299,0.8390214443206787,70.66425323486328,6757.12890625,-2.698350191116333,402.19712114334106,True,,,13,e5ed2e6620d34d3ebc895cae41de182d,2021-10-05_02-05-27,1633388727,5304.754043579102,313706,crimv3srv040,10.141.0.34,5304.754043579102,0,13,"8_batch_size=32,bidirectional=False,cnn_kernel_size=6,cnn_layers=2,dropout_lin=0.52264,dropout_lstm=0.069236,hidden_dim=64,learning_rate=0.00056099,lstm_layers=2,lstm_output_dim=17,opt_step_size=10",0.0005609922425609643,32,False,2,64,17,0.06923608501005796,0.5226374890133134,10,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,6,tsfresh,10min_centered
0b99d_00009,2.6646728515625,0.0,0.7122480273246765,0.7122480273246765,1.0,0.5925511717796326,70.62234497070312,6752.59130859375,-2.692964792251587,61.49596643447876,True,,,12,a5ea71511084438ca33b8c5508691161,2021-10-05_02-18-31,1633389511,776.9847776889801,313704,crimv3srv040,10.141.0.34,776.9847776889801,0,12,"9_batch_size=512,bidirectional=False,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.84054,dropout_lstm=0.12533,hidden_dim=32,learning_rate=0.0071352,lstm_layers=1,lstm_output_dim=78,opt_step_size=4",0.007135221751608802,512,False,1,32,78,0.12532536835576835,0.8405412927698424,4,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,2,tsfresh,10min_centered
