trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
eb2c7_00000,0.6287375688552856,0.2900242209434509,0.6124366521835327,0.8633655309677124,0.551535427570343,0.6318934559822083,42.74643063545227,True,,,20,dd155e7c0bf84b6e86dd20f57ac40d9f,2021-09-26_17-56-59,1632668219,889.4548454284668,117135,crimv3mgpu020,10.141.0.25,889.4548454284668,0,20,"0_batch_size=1024,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.072183,dropout_lstm=0.44073,hidden_dim=16,learning_rate=1.837e-06,lstm_layers=1,lstm_output_dim=98,opt_step_size=7,weight_decay=3.5962e-05",1.8370148727694366e-06,1024,False,1,16,98,0.4407264070007958,0.07218277381746674,7,3.5961535930124704e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],7,raw,20min_centered
eb2c7_00001,0.37981733679771423,0.5908374786376953,0.8465351462364197,0.8492850065231323,0.9582774043083191,0.8355717658996582,84.13800239562988,True,,,11,dbb87b5ee0c24520817ba1ac963bbef6,2021-09-26_18-13-06,1632669186,961.0629165172577,117136,crimv3mgpu020,10.141.0.25,961.0629165172577,0,11,"1_batch_size=256,bidirectional=True,cnn_kernel_size=10,dropout_lin=0.51376,dropout_lstm=0.59138,hidden_dim=32,learning_rate=0.0030761,lstm_layers=2,lstm_output_dim=96,opt_step_size=14,weight_decay=0.00027808",0.0030760998680758773,256,True,2,32,96,0.59138207852796,0.5137622061696453,14,0.0002780753706400272,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],10,raw,20min_centered
eb2c7_00002,0.459862619638443,0.45467671751976013,0.7994051575660706,0.7869859337806702,0.9908304214477539,0.7595979571342468,91.95176339149475,True,,,20,f560ea8381914247ba1e459666fc372d,2021-09-26_18-45-29,1632671129,1936.9452686309814,117133,crimv3mgpu020,10.141.0.25,1936.9452686309814,0,20,"2_batch_size=2048,bidirectional=False,cnn_kernel_size=2,dropout_lin=0.84605,dropout_lstm=0.15182,hidden_dim=128,learning_rate=5.4736e-05,lstm_layers=2,lstm_output_dim=38,opt_step_size=6,weight_decay=0.00068167",5.473610370588052e-05,2048,False,2,128,38,0.15181642222910707,0.8460464398159344,6,0.0006816725677113666,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],2,raw,20min_centered
eb2c7_00003,0.382748544216156,0.5638036727905273,0.8370760679244995,0.830167293548584,0.97453373670578,0.8194211721420288,60.31948447227478,True,,,20,96a88bb331844bf29ce78b8c82feedba,2021-09-26_19-06-03,1632672363,1227.6798906326294,117128,crimv3mgpu020,10.141.0.25,1227.6798906326294,0,20,"3_batch_size=256,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.66868,dropout_lstm=0.39343,hidden_dim=8,learning_rate=0.00051213,lstm_layers=1,lstm_output_dim=74,opt_step_size=13,weight_decay=0.0064073",0.0005121339396904673,256,True,1,8,74,0.39343259215234516,0.6686834200935945,13,0.006407310909079112,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],3,raw,20min_centered
eb2c7_00004,0.3654579520225525,0.6087894439697266,0.8509906530380249,0.8665229678153992,0.9385952949523926,0.8448728322982788,47.775237798690796,True,,,20,185e07910a144e8f9a6a11f69147ba6e,2021-09-26_19-21-40,1632673300,929.9334955215454,117130,crimv3mgpu020,10.141.0.25,929.9334955215454,0,20,"4_batch_size=1024,bidirectional=True,cnn_kernel_size=4,dropout_lin=0.08339,dropout_lstm=0.0075572,hidden_dim=8,learning_rate=0.00029298,lstm_layers=1,lstm_output_dim=9,opt_step_size=4,weight_decay=0.00022556",0.0002929812141531515,1024,True,1,8,9,0.007557162550075325,0.08339017848377084,4,0.00022556372842739788,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],4,raw,20min_centered
eb2c7_00005,0.4646770656108856,0.2753660976886749,0.754011332988739,0.7478346228599548,0.9965795278549194,0.6758202314376831,81.90413355827332,True,,,11,b691614492a84c1bbcd273de12a3a54e,2021-09-26_19-37-18,1632674238,931.9052503108978,117132,crimv3mgpu020,10.141.0.25,931.9052503108978,0,11,"5_batch_size=256,bidirectional=False,cnn_kernel_size=8,dropout_lin=0.17879,dropout_lstm=0.95663,hidden_dim=64,learning_rate=9.249e-05,lstm_layers=2,lstm_output_dim=104,opt_step_size=18,weight_decay=0.00015421",9.248958761265443e-05,256,False,2,64,104,0.9566293680713474,0.17879450008535436,18,0.00015420863054533784,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],8,raw,20min_centered
eb2c7_00006,0.41339561343193054,0.5358766913414001,0.827095627784729,0.8193296194076538,0.976260244846344,0.8057618141174316,47.021501541137695,True,,,6,0a71644f3f5945b784ff58935fe72e44,2021-09-26_19-42-38,1632674558,313.2065086364746,117131,crimv3mgpu020,10.141.0.25,313.2065086364746,0,6,"6_batch_size=1024,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.63982,dropout_lstm=0.69496,hidden_dim=16,learning_rate=0.0019656,lstm_layers=2,lstm_output_dim=68,opt_step_size=5,weight_decay=1.4134e-05",0.0019656072311455895,1024,True,2,16,68,0.6949635798375163,0.6398195677454165,5,1.413357627093056e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],3,raw,20min_centered
eb2c7_00007,0.3644598126411438,0.6112783551216125,0.8529885411262512,0.8645308017730713,0.945344865322113,0.8459432125091553,127.29543542861938,True,,,7,4a2986c4dbf8467db06859d9d4c06510,2021-09-26_19-57-33,1632675453,889.1553587913513,117121,crimv3mgpu020,10.141.0.25,889.1553587913513,0,7,"7_batch_size=128,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.18729,dropout_lstm=0.8364,hidden_dim=64,learning_rate=0.00066916,lstm_layers=1,lstm_output_dim=52,opt_step_size=2,weight_decay=0.00017833",0.0006691649743238435,128,True,1,64,52,0.8364025836668453,0.18729221785486616,2,0.00017833072341388355,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],3,raw,20min_centered
eb2c7_00008,0.5909002423286438,0.0,0.723404049873352,0.723404049873352,1.0,0.6073020696640015,53.551735639572144,True,,,6,2799a56538ff4253a4b5b134509382ff,2021-09-26_20-03-09,1632675789,329.822514295578,117126,crimv3mgpu020,10.141.0.25,329.822514295578,0,6,"8_batch_size=1024,bidirectional=False,cnn_kernel_size=6,dropout_lin=0.68464,dropout_lstm=0.30559,hidden_dim=64,learning_rate=0.068135,lstm_layers=1,lstm_output_dim=29,opt_step_size=13,weight_decay=0.00017761",0.06813491323679981,1024,False,1,64,29,0.30559220538304777,0.6846420535401168,13,0.00017761422122329195,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],6,raw,20min_centered
eb2c7_00009,0.4358173608779907,0.4661500155925751,0.8062815070152283,0.8047988414764404,0.9672818779945374,0.7801226377487183,56.492526054382324,True,,,17,2532a41799654b2999c65d257211b7e5,2021-09-26_20-20-54,1632676854,1057.172981262207,117122,crimv3mgpu020,10.141.0.25,1057.172981262207,0,17,"9_batch_size=256,bidirectional=False,cnn_kernel_size=9,dropout_lin=0.50994,dropout_lstm=0.64441,hidden_dim=8,learning_rate=0.012977,lstm_layers=2,lstm_output_dim=101,opt_step_size=10,weight_decay=0.00010581",0.012977212475974319,256,False,2,8,101,0.6444070797712088,0.5099442054065533,10,0.00010580548811978042,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],[True],9,raw,20min_centered
