trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights
ff83f_00000,0.3667857348918915,0.6073146462440491,0.8513697981834412,0.863936722278595,0.9434835910797119,0.844395637512207,47.90920567512512,True,,,50,8e655f277452418391c3037ee314439e,2021-09-23_20-03-44,1632416624,2234.2571189403534,124817,crimv3srv033,10.141.0.15,2234.2571189403534,0,50,"0_batch_size=512,bidirectional=True,dropout_lin=0.3151,dropout_lstm=0.088046,hidden_dim=64,learning_rate=8.1096e-06,lstm_layers=1,lstm_output_dim=73,opt_step_size=8,weight_decay=0.00017621",8.109599676054542e-06,512,True,1,64,73,0.088046218415051,0.31510173257127283,8,0.00017620943016513914,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00001,0.5885332822799683,0.0,0.724952757358551,0.724952757358551,1.0,0.6093575358390808,133.21155285835266,True,,,7,2f8d3c22b8634ce391110de4db117675,2021-09-23_20-19-45,1632417585,953.7193570137024,124814,crimv3srv033,10.141.0.15,953.7193570137024,0,7,"1_batch_size=128,bidirectional=True,dropout_lin=0.99057,dropout_lstm=0.44589,hidden_dim=128,learning_rate=6.0897e-05,lstm_layers=1,lstm_output_dim=23,opt_step_size=2,weight_decay=0.00025686",6.089680397549124e-05,128,True,1,128,23,0.4458863877514625,0.9905676087200534,2,0.00025685927513727046,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00002,0.6456882953643799,0.0,0.7232332825660706,0.7232332825660706,1.0,0.607075572013855,36.05262303352356,True,,,50,8a170b4b8ceb4393b793b0f7bf84c0e1,2021-09-23_20-49-01,1632419341,1748.7112669944763,124813,crimv3srv033,10.141.0.15,1748.7112669944763,0,50,"2_batch_size=2048,bidirectional=False,dropout_lin=0.39379,dropout_lstm=0.28093,hidden_dim=16,learning_rate=1.2557e-06,lstm_layers=2,lstm_output_dim=44,opt_step_size=18,weight_decay=3.8068e-05",1.2557338136752706e-06,2048,False,2,16,44,0.2809309073281784,0.39378645682753377,18,3.806823995784309e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00003,0.4020765423774719,0.6054742932319641,0.8447176814079285,0.8840160369873047,0.9038851261138916,0.8432314991950989,39.12570118904114,True,,,50,af04a2755c194c46ba183fdb0ec40294,2021-09-23_21-23-03,1632421383,2034.632869720459,124809,crimv3srv033,10.141.0.15,2034.632869720459,0,50,"3_batch_size=2048,bidirectional=False,dropout_lin=0.62632,dropout_lstm=0.268,hidden_dim=128,learning_rate=6.7541e-06,lstm_layers=1,lstm_output_dim=62,opt_step_size=8,weight_decay=0.00030183",6.754096368980953e-06,2048,False,1,128,62,0.26799912124520775,0.6263180927375748,8,0.00030182717611038155,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00004,0.484306663274765,0.0,0.7248863577842712,0.7248863577842712,1.0,0.609269380569458,249.50362515449524,True,,,50,6f088a262f434672bf112999bac4c4ef,2021-09-24_00-52-13,1632433933,12543.592380046844,124826,crimv3srv033,10.141.0.15,12543.592380046844,0,50,"4_batch_size=32,bidirectional=True,dropout_lin=0.78669,dropout_lstm=0.077133,hidden_dim=8,learning_rate=1.0744e-05,lstm_layers=2,lstm_output_dim=10,opt_step_size=19,weight_decay=0.00042376",1.0744454922817464e-05,32,True,2,8,10,0.07713346739599414,0.7866923713512384,19,0.00042376426034739076,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00005,0.5895262956619263,0.0,0.7250891923904419,0.7250891923904419,1.0,0.609538733959198,229.24927949905396,True,,,10,8a1be302a52945a094c8fd424de34b56,2021-09-24_01-31-13,1632436273,2327.5304238796234,124821,crimv3srv033,10.141.0.15,2327.5304238796234,0,10,"5_batch_size=64,bidirectional=True,dropout_lin=0.3686,dropout_lstm=0.40105,hidden_dim=64,learning_rate=0.029704,lstm_layers=2,lstm_output_dim=119,opt_step_size=8,weight_decay=1.7974e-05",0.02970429152845511,64,True,2,64,119,0.40104999310017075,0.36859980387508795,8,1.797357113887424e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00006,0.4318188428878784,0.3855370283126831,0.7802165150642395,0.7697354555130005,0.9940776228904724,0.7258332371711731,48.58763527870178,True,,,7,5721979af8c6440f8b87fd7bffeaa1c2,2021-09-24_01-37-13,1632436633,348.7714931964874,124798,crimv3srv033,10.141.0.15,348.7714931964874,0,7,"6_batch_size=256,bidirectional=False,dropout_lin=0.53372,dropout_lstm=0.72913,hidden_dim=16,learning_rate=0.00030649,lstm_layers=2,lstm_output_dim=109,opt_step_size=10,weight_decay=0.00069058",0.000306492959373483,256,False,2,16,109,0.729126738065025,0.5337171665278193,10,0.0006905826028260065,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00007,0.4445410370826721,0.40974172949790955,0.787100613117218,0.7760798931121826,0.9925909638404846,0.7383899092674255,70.26260256767273,True,,,7,260557abc74a467d9dd55869381ef3c7,2021-09-24_01-45-57,1632437157,517.3322601318359,124823,crimv3srv033,10.141.0.15,517.3322601318359,0,7,"7_batch_size=512,bidirectional=False,dropout_lin=0.77247,dropout_lstm=0.4447,hidden_dim=128,learning_rate=0.0093244,lstm_layers=2,lstm_output_dim=104,opt_step_size=13,weight_decay=1.038e-05",0.009324435085935357,512,False,2,128,104,0.4447028787773556,0.7724677819781544,13,1.0379528388025105e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00008,0.36411917209625244,0.614611029624939,0.8533053994178772,0.8701866865158081,0.9374040365219116,0.8477343320846558,44.487789154052734,True,,,7,3586cdde1e6c4ff5a996cdf95e22c7e6,2021-09-24_01-51-41,1632437501,336.5622065067291,124811,crimv3srv033,10.141.0.15,336.5622065067291,0,7,"8_batch_size=256,bidirectional=False,dropout_lin=0.088091,dropout_lstm=0.18895,hidden_dim=32,learning_rate=0.0026168,lstm_layers=1,lstm_output_dim=69,opt_step_size=5,weight_decay=8.1017e-05",0.002616843066936306,256,False,1,32,69,0.18894966149687742,0.08809102493462839,5,8.101695440175004e-05,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
ff83f_00009,0.39613765478134155,0.5782837867736816,0.8417088985443115,0.8383497595787048,0.9677956700325012,0.8273574709892273,34.734781980514526,True,,,50,d9d74593ef024964b60608dbc2141e11,2021-09-24_02-21-37,1632439297,1787.5656015872955,124819,crimv3srv033,10.141.0.15,1787.5656015872955,0,50,"9_batch_size=1024,bidirectional=False,dropout_lin=0.70675,dropout_lstm=0.28753,hidden_dim=8,learning_rate=0.00015583,lstm_layers=1,lstm_output_dim=26,opt_step_size=15,weight_decay=0.0023736",0.00015583402426895947,1024,False,1,8,26,0.2875324199969176,0.7067537509390289,15,0.0023736312161442646,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0]
