,main_y_loss,loss,acc_main_y,prec_main_y,rec_main_y,f1_main_y,mcc_main_y,heads,win,featset,exp_name
0,0.3526926636695862,0.3526926636695862,0.8553438186645508,0.857837438583374,0.956760585308075,0.8469246029853821,0.6249370574951172,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
1,0.3636707067489624,0.3636707067489624,0.8525745272636414,0.8505468964576721,0.9636718034744263,0.8422485589981079,0.6171332001686096,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
2,0.37920138239860535,0.37920138239860535,0.856148362159729,0.8664969205856323,0.9449111223220825,0.8499569296836853,0.6285966634750366,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
3,0.3554099202156067,0.3554099202156067,0.8550982475280762,0.8592249155044556,0.9541969299316406,0.8471067547798157,0.6244134306907654,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
4,0.3530568480491638,0.3530568480491638,0.8560806512832642,0.8593297004699707,0.9556736946105957,0.847999095916748,0.6270654201507568,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
5,0.3608807921409607,0.3608807921409607,0.8538278937339783,0.8528934121131897,0.962017834186554,0.8440980911254883,0.6206012964248657,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
6,0.3540709614753723,0.3540709614753723,0.8540226817131042,0.8552801012992859,0.9585562944412231,0.8450093865394592,0.6211593151092529,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
7,0.37907034158706665,0.37907034158706665,0.855360746383667,0.8655931353569031,0.9449583292007446,0.8490353226661682,0.6263705492019653,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
8,0.35373207926750183,0.35373207926750183,0.8542174696922302,0.8565250039100647,0.9569259881973267,0.8455532789230347,0.6217654347419739,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
9,0.35826635360717773,0.35826635360717773,0.8548187613487244,0.8587555289268494,0.9544568657875061,0.8467283844947815,0.6236075758934021,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
10,0.35972028970718384,0.35972028970718384,0.8561398983001709,0.8683792352676392,0.9421111941337585,0.8504074811935425,0.6291236877441406,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
11,0.3664328157901764,0.3664328157901764,0.8484417200088501,0.8517140746116638,0.9548112750053406,0.83905428647995,0.6055645942687988,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
12,0.3800818622112274,0.3800818622112274,0.8568089604377747,0.8696667551994324,0.9413196444511414,0.8513054251670837,0.6311771869659424,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
13,0.3788878321647644,0.3788878321647644,0.857799768447876,0.87166428565979,0.940031886100769,0.8526458144187927,0.6342547535896301,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
14,0.3793567419052124,0.3793567419052124,0.8552337288856506,0.8654447197914124,0.9449701905250549,0.8488858342170715,0.6260104775428772,onehead,10min_centered,raw,exp_onehead_raw_10min_centered_n20
