trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
3d10d_00000,0.3554547131061554,0.638835608959198,0.8583741188049316,0.8934860229492188,0.9135263562202454,0.8570032715797424,383.0576786994934,True,,,12,954b546dd7bb4bd78ba157c9737a83da,2021-10-03_23-09-56,1633291796,4563.047779083252,1933,crimv3mgpu004,10.141.0.2,4563.047779083252,0,12,"0_batch_size=32,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.024977,dropout_lstm=0.46508,hidden_dim=32,learning_rate=0.004333,lstm_layers=1,lstm_output_dim=249,opt_step_size=4",0.004332968935409994,32,True,1,32,249,0.46508094785167664,0.024976551361510446,4,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,9,tsfresh,20min_centered
3d10d_00001,0.4760590195655823,0.24007996916770935,0.7465705275535583,0.7411304712295532,0.9995535016059875,0.6576468348503113,166.41244411468506,True,,,20,f5ece713a8044efdbdb2287a2f2fc0d9,2021-10-04_00-06-02,1633295162,3359.694020986557,1938,crimv3mgpu004,10.141.0.2,3359.694020986557,0,20,"1_batch_size=128,bidirectional=False,cnn_kernel_size=10,cnn_layers=2,dropout_lin=0.87325,dropout_lstm=0.91048,hidden_dim=64,learning_rate=1.1052e-05,lstm_layers=2,lstm_output_dim=203,opt_step_size=17",1.1051945397237815e-05,128,False,2,64,203,0.910475109477752,0.8732484385181069,17,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,10,tsfresh,20min_centered
3d10d_00002,0.5517632961273193,0.0,0.7250891923904419,0.7250891923904419,1.0,0.609538733959198,297.2196707725525,True,,,20,9a4f72cb8585427a9823c3cde5ff1fca,2021-10-04_01-47-29,1633301249,6076.854393005371,1898,crimv3mgpu004,10.141.0.2,6076.854393005371,0,20,"2_batch_size=64,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.95407,dropout_lstm=0.37817,hidden_dim=64,learning_rate=3.3738e-06,lstm_layers=2,lstm_output_dim=251,opt_step_size=18",3.3737942556158694e-06,64,True,2,64,251,0.3781743158666867,0.9540671012492737,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,8,tsfresh,20min_centered
3d10d_00003,0.4711582064628601,0.0,0.7248863577842712,0.7248863577842712,1.0,0.609269380569458,766.730929851532,True,,,20,e5ca922bc015416898afc03ad80148a1,2021-10-04_06-07-30,1633316850,15590.476983308792,1931,crimv3mgpu004,10.141.0.2,15590.476983308792,0,20,"3_batch_size=16,bidirectional=True,cnn_kernel_size=3,cnn_layers=2,dropout_lin=0.82962,dropout_lstm=0.86569,hidden_dim=64,learning_rate=1.5827e-06,lstm_layers=1,lstm_output_dim=169,opt_step_size=8",1.5827419433803742e-06,16,True,1,64,169,0.8656936759770196,0.8296161354101587,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,3,tsfresh,20min_centered
3d10d_00004,0.5888159275054932,0.0,0.7246444225311279,0.7246444225311279,1.0,0.6089481711387634,121.26391386985779,True,,,13,e993a554cd2e48b6bda15e88e8568426,2021-10-04_06-34-36,1633318476,1614.9736604690552,1941,crimv3mgpu004,10.141.0.2,1614.9736604690552,0,13,"4_batch_size=256,bidirectional=True,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.99736,dropout_lstm=0.8099,hidden_dim=16,learning_rate=0.00048976,lstm_layers=1,lstm_output_dim=233,opt_step_size=10",0.000489755799941996,256,True,1,16,233,0.8099041380530412,0.9973616114089572,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,7,tsfresh,20min_centered
3d10d_00005,0.5884881615638733,0.0,0.7248863577842712,0.7248863577842712,1.0,0.609269380569458,2890.4187593460083,True,,,6,8cec160ba4704ce8bb7de6d2c06eda63,2021-10-04_11-23-51,1633335831,17345.476052045822,1937,crimv3mgpu004,10.141.0.2,17345.476052045822,0,6,"5_batch_size=16,bidirectional=True,cnn_kernel_size=5,cnn_layers=3,dropout_lin=0.96322,dropout_lstm=0.24304,hidden_dim=128,learning_rate=0.020635,lstm_layers=2,lstm_output_dim=154,opt_step_size=10",0.02063493705217935,16,True,2,128,154,0.24304167630328066,0.9632224356421923,10,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,5,tsfresh,20min_centered
3d10d_00006,0.33408308029174805,0.6520009636878967,0.8660401701927185,0.8860446214675903,0.93544602394104,0.8625537753105164,152.1983938217163,True,,,20,6f4371252b034e638748fc455a87d890,2021-10-04_12-16-05,1633338965,3123.7671463489532,1912,crimv3mgpu004,10.141.0.2,3123.7671463489532,0,20,"6_batch_size=512,bidirectional=True,cnn_kernel_size=4,cnn_layers=3,dropout_lin=0.36203,dropout_lstm=0.68073,hidden_dim=64,learning_rate=0.00039408,lstm_layers=2,lstm_output_dim=74,opt_step_size=1",0.00039408460398063813,512,True,2,64,74,0.6807261412901484,0.3620329781479851,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,4,tsfresh,20min_centered
3d10d_00007,0.5173008441925049,0.0,0.7232332825660706,0.7232332825660706,1.0,0.607075572013855,93.01635956764221,True,,,20,fc2984be3c884f9093d2dd67a8d04ecc,2021-10-04_12-47-54,1633340874,1901.9888734817505,1910,crimv3mgpu004,10.141.0.2,1901.9888734817505,0,20,"7_batch_size=2048,bidirectional=False,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.63899,dropout_lstm=0.5474,hidden_dim=32,learning_rate=7.6671e-06,lstm_layers=2,lstm_output_dim=15,opt_step_size=1",7.667072453380035e-06,2048,False,2,32,15,0.5474009077409242,0.6389894669173044,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],3,7,tsfresh,20min_centered
3d10d_00008,0.5761547088623047,0.0,0.724952757358551,0.724952757358551,1.0,0.6093575358390808,114.66416645050049,True,,,20,0791c637598646e08b56856a817c2a99,2021-10-04_13-29-12,1633343352,2470.7523250579834,1907,crimv3mgpu004,10.141.0.2,2470.7523250579834,0,20,"8_batch_size=128,bidirectional=False,cnn_kernel_size=6,cnn_layers=2,dropout_lin=0.87951,dropout_lstm=0.40521,hidden_dim=8,learning_rate=3.5562e-06,lstm_layers=2,lstm_output_dim=241,opt_step_size=14",3.5561673100653644e-06,128,False,2,8,241,0.40520850354397797,0.879511277418149,14,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],2,6,tsfresh,20min_centered
3d10d_00009,0.3336523771286011,0.6544630527496338,0.8669405579566956,0.8873416781425476,0.935171902179718,0.8636009097099304,556.0758004188538,True,,,17,57c1fa9fed9d482b8d3bf242906c044a,2021-10-04_16-07-10,1633352830,9471.43196773529,1905,crimv3mgpu004,10.141.0.2,9471.43196773529,0,17,"9_batch_size=16,bidirectional=False,cnn_kernel_size=3,cnn_layers=1,dropout_lin=0.42417,dropout_lstm=0.17115,hidden_dim=16,learning_rate=4.2231e-05,lstm_layers=1,lstm_output_dim=163,opt_step_size=8",4.223077354452996e-05,16,False,1,16,163,0.17115395966763658,0.4241665431441405,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],[1.0],1,3,tsfresh,20min_centered
