,main_y_loss,loss,acc_main_y,prec_main_y,rec_main_y,f1_main_y,mcc_main_y,heads,win,featset,exp_name
0,0.30724194645881653,0.30724194645881653,0.8758388161659241,0.8907617330551147,0.9542321562767029,0.8699460029602051,0.6361135840415955,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
1,0.3054127097129822,0.3054127097129822,0.8779065012931824,0.8916717171669006,0.9560735821723938,0.8720176815986633,0.6422271132469177,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
2,0.3052663505077362,0.3052663505077362,0.8763557076454163,0.8899005055427551,0.9561886787414551,0.8701682090759277,0.637100100517273,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
3,0.3081842064857483,0.3081842064857483,0.8756729960441589,0.8864119648933411,0.9600122570991516,0.868578314781189,0.6336263418197632,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
4,0.3047921359539032,0.3047921359539032,0.8759461045265198,0.8902171850204468,0.9551401138305664,0.8698931932449341,0.6361287832260132,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
5,0.3101111650466919,0.3101111650466919,0.875156044960022,0.8843337297439575,0.9621606469154358,0.8675039410591125,0.6313331723213196,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
6,0.3044006824493408,0.3044006824493408,0.8780333399772644,0.8919970393180847,0.9558178782463074,0.8722162842750549,0.6427325010299683,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
7,0.321842759847641,0.321842759847641,0.871391236782074,0.8948653340339661,0.9420580863952637,0.8670884966850281,0.6270466446876526,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
8,0.3081981837749481,0.3081981837749481,0.8749317526817322,0.8850176930427551,0.9608562588691711,0.8675135970115662,0.630943238735199,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
9,0.30883538722991943,0.30883538722991943,0.8764825463294983,0.8885305523872375,0.9582731127738953,0.869899570941925,0.6368197202682495,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
10,0.3056253492832184,0.3056253492832184,0.8764922618865967,0.884222149848938,0.9643346071243286,0.8686442971229553,0.6352120637893677,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
11,0.311642587184906,0.311642587184906,0.8729322552680969,0.8916856050491333,0.9486310482025146,0.8676316142082214,0.6288729310035706,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
12,0.3074534237384796,0.3074534237384796,0.875994861125946,0.8826801776885986,0.9657796025276184,0.8677287697792053,0.6332761645317078,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
13,0.3148009479045868,0.3148009479045868,0.8702305555343628,0.8904854655265808,0.946226954460144,0.864942193031311,0.6210625171661377,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
14,0.30686885118484497,0.30686885118484497,0.8766190409660339,0.8896206617355347,0.9569687843322754,0.8703237771987915,0.6376966834068298,onehead,40min_notcentered,raw,exp_onehead_raw_40min_notcentered_n20
