trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.main_weight,config.cnn_layers,config.cnn_kernel_size
03530_00000,0.5106570720672607,0.0,0.7126599550247192,0.7126599550247192,1.0,0.5930940508842468,206.62811183929443,True,,,6,6ed5df87eaee48bbb93f292b54fd2b98,2021-10-28_15-09-44,1635422984,1252.2014813423157,198763,crimv3mgpu020,10.141.0.25,1252.2014813423157,0,6,"0_batch_size=1024,bidirectional=True,cnn_kernel_size=6,cnn_layers=0,dropout_lin=0.592,dropout_lstm=0.2768,hidden_dim=128,learning_rate=0.041607,lstm_layers=2,lstm_output_dim=76,opt_step_size=19",0.04160730626395271,1024,True,2,128,76,0.2768004664852314,0.5919977707162711,19,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,0,6
03530_00001,0.4275192618370056,0.5248067378997803,0.8185895085334778,0.8238171339035034,0.9482375383377075,0.8040549159049988,276.55592036247253,True,,,30,20b1114f0cf24607ac1be8152fd8d81e,2021-10-28_17-29-59,1635431399,8411.065651655197,198779,crimv3mgpu020,10.141.0.25,8411.065651655197,0,30,"1_batch_size=64,bidirectional=True,cnn_kernel_size=4,cnn_layers=1,dropout_lin=0.56852,dropout_lstm=0.58893,hidden_dim=128,learning_rate=5.0932e-06,lstm_layers=1,lstm_output_dim=38,opt_step_size=5",5.0932300099704386e-06,64,True,1,128,38,0.5889328681885468,0.5685209539710699,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,4
03530_00002,0.41518715023994446,0.5710098743438721,0.828848659992218,0.8655686974525452,0.8995504975318909,0.8261166214942932,170.26221871376038,True,,,18,38234c546ae44912a84fb1ef0cef7099,2021-10-28_18-21-01,1635434461,3057.920699596405,198771,crimv3mgpu020,10.141.0.25,3057.920699596405,0,18,"2_batch_size=1024,bidirectional=False,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.05627,dropout_lstm=0.271,hidden_dim=128,learning_rate=0.0025769,lstm_layers=2,lstm_output_dim=183,opt_step_size=13",0.0025769353015218646,1024,False,2,128,183,0.2710015620157983,0.056269615370460824,13,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,3,9
03530_00003,0.6322221755981445,0.0,0.7126599550247192,0.7126599550247192,1.0,0.5930940508842468,137.43349361419678,True,,,30,58bf38009e044ace8e6145f664998eed,2021-10-28_19-29-40,1635438580,4115.981630325317,198765,crimv3mgpu020,10.141.0.25,4115.981630325317,0,30,"3_batch_size=128,bidirectional=False,cnn_kernel_size=9,cnn_layers=2,dropout_lin=0.94665,dropout_lstm=0.067442,hidden_dim=8,learning_rate=1.5542e-06,lstm_layers=2,lstm_output_dim=191,opt_step_size=2",1.5541941827923173e-06,128,False,2,8,191,0.06744155964214604,0.9466519158932644,2,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,2,9
03530_00004,0.6184984445571899,0.0,0.7126599550247192,0.7126599550247192,1.0,0.5930940508842468,98.5734441280365,True,,,30,b1c3af37c29e4582acafaf91967f7747,2021-10-28_20-18-56,1635441536,2951.148472547531,198737,crimv3mgpu020,10.141.0.25,2951.148472547531,0,30,"4_batch_size=512,bidirectional=True,cnn_kernel_size=9,cnn_layers=2,dropout_lin=0.89253,dropout_lstm=0.29024,hidden_dim=8,learning_rate=1.0285e-05,lstm_layers=2,lstm_output_dim=48,opt_step_size=5",1.0285452453834638e-05,512,True,2,8,48,0.2902437116158282,0.8925282891656832,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,2,9
03530_00005,0.494351327419281,0.0,0.7126599550247192,0.7126599550247192,1.0,0.5930940508842468,134.94181871414185,True,,,30,19acb501de744e3584339aae4860ab45,2021-10-28_21-26-07,1635445567,4027.777328014374,198782,crimv3mgpu020,10.141.0.25,4027.777328014374,0,30,"5_batch_size=128,bidirectional=False,cnn_kernel_size=7,cnn_layers=2,dropout_lin=0.25684,dropout_lstm=0.022811,hidden_dim=16,learning_rate=1.191e-06,lstm_layers=2,lstm_output_dim=10,opt_step_size=19",1.1910333490106208e-06,128,False,2,16,10,0.02281099967977196,0.2568404316007501,19,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,2,7
03530_00006,0.41105929017066956,0.5402282476425171,0.8237823247909546,0.8184410929679871,0.9673172235488892,0.8054631948471069,69.87696552276611,True,,,18,3490e0c61f824c07b39e185b053c8766,2021-10-28_21-47-14,1635446834,1262.9640500545502,198753,crimv3mgpu020,10.141.0.25,1262.9640500545502,0,18,"6_batch_size=512,bidirectional=True,cnn_kernel_size=4,cnn_layers=0,dropout_lin=0.6372,dropout_lstm=0.76631,hidden_dim=32,learning_rate=0.00073734,lstm_layers=1,lstm_output_dim=194,opt_step_size=8",0.0007373441352345147,512,True,1,32,194,0.7663052086052556,0.63720463072978,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,0,4
03530_00007,0.4593425691127777,0.5251827239990234,0.8184799551963806,0.8264239430427551,0.9434468746185303,0.805148720741272,101.56807708740234,True,,,30,f34e65f81aaf4884bb4b40594c279cfe,2021-10-28_22-38-28,1635449908,3070.146060228348,198754,crimv3mgpu020,10.141.0.25,3070.146060228348,0,30,"7_batch_size=2048,bidirectional=True,cnn_kernel_size=8,cnn_layers=3,dropout_lin=0.58217,dropout_lstm=0.45297,hidden_dim=8,learning_rate=0.00088708,lstm_layers=2,lstm_output_dim=193,opt_step_size=14",0.0008870765072305433,2048,True,2,8,193,0.45297354618523,0.582174053286489,14,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,3,8
03530_00008,0.41967177391052246,0.5470425486564636,0.8263028264045715,0.8238034844398499,0.9620298147201538,0.8102056980133057,470.1113815307617,True,,,6,e351b263e2c64569baedeb02374a7700,2021-10-28_23-25-27,1635452727,2813.086940765381,198736,crimv3mgpu020,10.141.0.25,2813.086940765381,0,6,"8_batch_size=64,bidirectional=True,cnn_kernel_size=4,cnn_layers=0,dropout_lin=0.28408,dropout_lstm=0.87901,hidden_dim=128,learning_rate=4.1245e-05,lstm_layers=2,lstm_output_dim=249,opt_step_size=2",4.124539685728959e-05,64,True,2,128,249,0.8790140473162582,0.28408129142675576,2,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,0,4
03530_00009,0.5375950932502747,0.4998827576637268,0.8102608323097229,0.815491795539856,0.9483203291893005,0.7933922410011292,93.00493121147156,True,,,30,a5ee217fdf51495384c8babc175ea497,2021-10-29_00-12-10,1635455530,2798.550892829895,198778,crimv3mgpu020,10.141.0.25,2798.550892829895,0,30,"9_batch_size=256,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.66103,dropout_lstm=0.95932,hidden_dim=32,learning_rate=1.6203e-06,lstm_layers=1,lstm_output_dim=161,opt_step_size=1",1.6202651849330054e-06,256,True,1,32,161,0.959318118918509,0.6610301518946132,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,10
