trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.main_weight,config.cnn_layers,config.cnn_kernel_size
a422b_00000,4.454543590545654,0.6316094398498535,0.855273425579071,0.8641069531440735,0.9450714588165283,0.8490850925445557,70.49864959716797,6739.3369140625,-2.6770269870758057,57.89771795272827,True,,,30,679a0e2b03f54c3ba9753e4593705267,2021-10-15_09-49-32,1634280572,1887.740639925003,277616,crimv3srv026,10.141.0.21,1887.740639925003,0,30,"0_batch_size=1024,bidirectional=False,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.36203,dropout_lstm=0.7809,hidden_dim=64,learning_rate=0.00085473,lstm_layers=1,lstm_output_dim=248,main_weight=0.8557,opt_step_size=9",0.000854729770821725,1024,False,1,64,248,0.7809022115718866,0.362028264828289,9,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]",0.855704894072091,1,9
