,main_y_loss,loss,acc_main_y,prec_main_y,rec_main_y,f1_main_y,mcc_main_y,heads,win,featset,exp_name
0,0.2957083582878113,0.2957083582878113,0.884205162525177,0.887450635433197,0.9603338837623596,0.8797593116760254,0.7038457989692688,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
1,0.29551374912261963,0.29551374912261963,0.8850798010826111,0.8905826807022095,0.9573855996131897,0.8811178207397461,0.7064267992973328,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
2,0.29649126529693604,0.29649126529693604,0.882829487323761,0.8844776749610901,0.9623112678527832,0.8779410123825073,0.7000458836555481,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
3,0.29557862877845764,0.29557862877845764,0.884731650352478,0.891136646270752,0.9560712575912476,0.8808909058570862,0.7056131362915039,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
4,0.29858070611953735,0.29858070611953735,0.882736086845398,0.8818372488021851,0.9659226536750793,0.8773409128189087,0.699770450592041,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
5,0.29753512144088745,0.29753512144088745,0.8837296366691589,0.8862735629081726,0.9612219333648682,0.8791061043739319,0.7025170922279358,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
6,0.29447466135025024,0.29447466135025024,0.8847571611404419,0.8934065699577332,0.9530164003372192,0.8812922835350037,0.706054151058197,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
7,0.2971988916397095,0.2971988916397095,0.8837041258811951,0.8927620053291321,0.9522230625152588,0.8802148699760437,0.7033054232597351,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
8,0.31950291991233826,0.31950291991233826,0.8814283013343811,0.8932915329933167,0.9479012489318848,0.8782053589820862,0.6978157758712769,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
9,0.30024224519729614,0.30024224519729614,0.8820482492446899,0.8782469630241394,0.9700077176094055,0.8759705424308777,0.69809889793396,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
10,0.29496997594833374,0.29496997594833374,0.884366512298584,0.8844876289367676,0.964762270450592,0.8793579936027527,0.7041524052619934,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
11,0.293186217546463,0.293186217546463,0.8850798010826111,0.8865886330604553,0.9629388451576233,0.8804088830947876,0.7060990333557129,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
12,0.2954895794391632,0.2954895794391632,0.8846806883811951,0.8943766355514526,0.9515836834907532,0.8813787698745728,0.7060554027557373,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
13,0.29780736565589905,0.29780736565589905,0.8841797113418579,0.8890817761421204,0.9580249786376953,0.8800266981124878,0.7039356827735901,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
14,0.2963132858276367,0.2963132858276367,0.884366512298584,0.8850812315940857,0.9639216065406799,0.8794705271720886,0.70415860414505,onehead,10min_centered,tsfresh,exp_onehead_tsfresh_10min_centered_n20
