trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.main_weight,config.cnn_layers,config.cnn_kernel_size
3211f_00000,0.35999035835266113,0.6297056078910828,0.8556121587753296,0.8688805103302002,0.9399384260177612,0.850189745426178,137.12393045425415,True,,,11,14a0959b497043eca3c04ec5d9e7545b,2021-10-15_10-09-55,1634281795,1584.0520668029785,51875,crimv3mgpu004,10.141.0.2,1584.0520668029785,0,11,"0_batch_size=256,bidirectional=True,cnn_kernel_size=10,cnn_layers=3,dropout_lin=0.15402,dropout_lstm=0.33765,hidden_dim=16,learning_rate=0.0013948,lstm_layers=1,lstm_output_dim=154,opt_step_size=1",0.0013947577775017448,256,True,1,16,154,0.33764625114658875,0.1540204952694506,1,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,3,10
3211f_00001,0.5981754660606384,0.0,0.7145140171051025,0.7145140171051025,1.0,0.5955393314361572,110.02166771888733,True,,,15,6e7052b49b9945aabeb2909374623d9a,2021-10-15_10-38-27,1634283507,1705.2311811447144,51861,crimv3mgpu004,10.141.0.2,1705.2311811447144,0,15,"1_batch_size=512,bidirectional=True,cnn_kernel_size=8,cnn_layers=3,dropout_lin=0.088398,dropout_lstm=0.93696,hidden_dim=8,learning_rate=0.05638,lstm_layers=2,lstm_output_dim=12,opt_step_size=5",0.05638027424212089,512,True,2,8,12,0.9369605396373925,0.08839795889886293,5,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,3,8
3211f_00002,0.4292566478252411,0.5336334705352783,0.8220542669296265,0.8139613270759583,0.9734460115432739,0.8010905981063843,148.21202301979065,True,,,30,5de3909be04c4cd89415513002ffd82f,2021-10-15_11-52-40,1634287960,4446.253490686417,51840,crimv3mgpu004,10.141.0.2,4446.253490686417,0,30,"2_batch_size=512,bidirectional=True,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.74087,dropout_lstm=0.75176,hidden_dim=32,learning_rate=1.1073e-05,lstm_layers=2,lstm_output_dim=251,opt_step_size=13",1.1073076145379983e-05,512,True,2,32,251,0.7517562255677535,0.7408698319558255,13,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,3,9
3211f_00003,0.5994335412979126,0.0,0.713272750377655,0.713272750377655,1.0,0.5939019918441772,54.73059558868408,True,,,9,83fb0b73d1854c1abe49d80f0424e6f6,2021-10-15_12-02-08,1634288528,560.59303855896,51850,crimv3mgpu004,10.141.0.2,560.59303855896,0,9,"3_batch_size=1024,bidirectional=False,cnn_kernel_size=3,cnn_layers=1,dropout_lin=0.88014,dropout_lstm=0.84849,hidden_dim=16,learning_rate=0.066314,lstm_layers=2,lstm_output_dim=214,opt_step_size=8",0.06631393785807256,1024,False,2,16,214,0.8484923080869745,0.8801360245331544,8,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,3
3211f_00004,0.38826024532318115,0.5937807559967041,0.8418814539909363,0.8594149351119995,0.9309998154640198,0.8358427286148071,63.04312491416931,True,,,30,bd34e798a01441b78e298f6b2d174b8d,2021-10-15_12-35-17,1634290517,1981.7351400852203,51832,crimv3mgpu004,10.141.0.2,1981.7351400852203,0,30,"4_batch_size=512,bidirectional=False,cnn_kernel_size=6,cnn_layers=1,dropout_lin=0.069558,dropout_lstm=0.42983,hidden_dim=32,learning_rate=5.5544e-06,lstm_layers=1,lstm_output_dim=115,opt_step_size=9",5.554364688915328e-06,512,False,1,32,115,0.4298328957600337,0.06955845442310193,9,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,6
3211f_00005,0.36535584926605225,0.6280702352523804,0.854211688041687,0.8733581900596619,0.9311609864234924,0.8499423861503601,332.26776361465454,True,,,12,566a40579c554b6fb5e830d126384fc4,2021-10-15_13-42-31,1634294551,4027.423220396042,51856,crimv3mgpu004,10.141.0.2,4027.423220396042,0,12,"5_batch_size=256,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.10146,dropout_lstm=0.1917,hidden_dim=128,learning_rate=0.00019019,lstm_layers=2,lstm_output_dim=166,opt_step_size=17",0.00019018536418692096,256,True,2,128,166,0.1916991444317614,0.1014601204159401,17,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,9
3211f_00006,0.35973265767097473,0.6239266991615295,0.852573037147522,0.8680053949356079,0.9355794787406921,0.8474318385124207,67.8247013092041,True,,,16,e5fdb8fdd3a140b686b39cbde63b3872,2021-10-15_14-01-20,1634295680,1123.143224477768,51874,crimv3mgpu004,10.141.0.2,1123.143224477768,0,16,"6_batch_size=1024,bidirectional=False,cnn_kernel_size=5,cnn_layers=2,dropout_lin=0.14857,dropout_lstm=0.2799,hidden_dim=8,learning_rate=0.0027684,lstm_layers=2,lstm_output_dim=89,opt_step_size=14",0.002768441971138385,1024,False,2,8,89,0.27990189164515444,0.1485720960735436,14,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,2,5
3211f_00007,0.3594089150428772,0.6320420503616333,0.8543746471405029,0.8807139992713928,0.9210948348045349,0.8515622615814209,172.84373831748962,True,,,20,e1e4488f628447cd988c5edf4d4ba311,2021-10-15_15-00-24,1634299224,3536.7986335754395,51873,crimv3mgpu004,10.141.0.2,3536.7986335754395,0,20,"7_batch_size=64,bidirectional=False,cnn_kernel_size=4,cnn_layers=1,dropout_lin=0.41446,dropout_lstm=0.78079,hidden_dim=16,learning_rate=0.0029299,lstm_layers=1,lstm_output_dim=102,opt_step_size=18",0.002929884150319269,64,False,1,16,102,0.7807877171462332,0.4144569812392058,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,4
3211f_00008,0.39955756068229675,0.5849441885948181,0.8395062685012817,0.8280242681503296,0.9788823127746582,0.8224141001701355,125.71955609321594,True,,,11,c1f329af4fff4eabb6234986a10f825f,2021-10-15_15-24-40,1634300680,1447.8065910339355,51834,crimv3mgpu004,10.141.0.2,1447.8065910339355,0,11,"8_batch_size=128,bidirectional=False,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.7007,dropout_lstm=0.082098,hidden_dim=16,learning_rate=0.00027798,lstm_layers=1,lstm_output_dim=248,opt_step_size=12",0.00027798207740836566,128,False,1,16,248,0.08209799018382835,0.700701775173923,12,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,2,2
3211f_00009,0.36572304368019104,0.6269984245300293,0.8536677956581116,0.8723816871643066,0.9314612746238708,0.8492893576622009,159.7930998802185,True,,,11,4bf8b80d50624e4ba410f6beedf28039,2021-10-15_15-54-38,1634302478,1791.9904479980469,51868,crimv3mgpu004,10.141.0.2,1791.9904479980469,0,11,"9_batch_size=512,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.051298,dropout_lstm=0.85326,hidden_dim=128,learning_rate=0.0043183,lstm_layers=1,lstm_output_dim=136,opt_step_size=18",0.00431832906859401,512,True,1,128,136,0.8532575464424225,0.05129819187060003,18,['main_y'],['main_y'],[],[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>],1.0,1,9
