trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
faaa5_00000,3.416576385498047,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,70.68363952636719,6759.17529296875,-2.7009339332580566,71.34702444076538,True,,,17,9f1686884c8a4979961226c9aa2c6f5b,2021-09-27_17-47-08,1632754028,1200.7528808116913,96042,crimv3mgpu023,10.141.0.29,1200.7528808116913,0,17,"0_batch_size=256,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.9107,dropout_lstm=0.22514,hidden_dim=64,learning_rate=0.0073658,lstm_layers=2,lstm_output_dim=31,opt_step_size=18,weight_decay=0.00066369",0.007365775430149166,256,False,2,64,31,0.2251441587781675,0.9106987283249657,18,0.0006636851762593446,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],7,raw,10min_centered
faaa5_00001,2.211439847946167,0.47450441122055054,0.802282989025116,0.8002675175666809,0.9629918932914734,0.7780272960662842,70.68363952636719,6759.17529296875,-2.7009339332580566,100.60097908973694,True,,,14,3c060053735c47619b327dbcec34be11,2021-09-27_18-10-58,1632755458,1422.8681247234344,96087,crimv3mgpu023,10.141.0.29,1422.8681247234344,0,14,"1_batch_size=128,bidirectional=True,cnn_kernel_size=3,dropout_lin=0.01828,dropout_lstm=0.40377,hidden_dim=16,learning_rate=0.068166,lstm_layers=2,lstm_output_dim=100,opt_step_size=8,weight_decay=8.8717e-05",0.06816565393452748,128,True,2,16,100,0.40377423917998323,0.018279843715605093,8,8.871730621794202e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],3,raw,10min_centered
faaa5_00002,3.364992141723633,0.561880350112915,0.8308919072151184,0.8337832093238831,0.9521149396896362,0.8185624480247498,70.54346466064453,6743.0595703125,-2.6844899654388428,24.70525026321411,True,,,20,28c2d2e2baf64c629619c4eeba71887f,2021-09-27_18-19-35,1632755975,510.8649125099182,96057,crimv3mgpu023,10.141.0.29,510.8649125099182,0,20,"2_batch_size=2048,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.31012,dropout_lstm=0.0057944,hidden_dim=16,learning_rate=0.00020479,lstm_layers=1,lstm_output_dim=15,opt_step_size=9,weight_decay=0.00085753",0.00020478729202194886,2048,False,1,16,15,0.005794389516528109,0.31011792954100104,9,0.0008575319031867428,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],7,raw,10min_centered
faaa5_00003,3.369739294052124,0.5662912726402283,0.8322933316230774,0.84181809425354,0.9414404034614563,0.8225892782211304,70.62066650390625,6752.8740234375,-2.693119764328003,35.41598176956177,True,,,20,2ddf42d8c2574243ae588b1d20b3bcf2,2021-09-27_18-31-47,1632756707,724.5008058547974,96050,crimv3mgpu023,10.141.0.29,724.5008058547974,0,20,"3_batch_size=512,bidirectional=False,cnn_kernel_size=9,dropout_lin=0.24476,dropout_lstm=0.37394,hidden_dim=8,learning_rate=1.433e-05,lstm_layers=1,lstm_output_dim=100,opt_step_size=4,weight_decay=0.0069912",1.4329881093181252e-05,512,False,1,8,100,0.3739410790552854,0.2447588251667513,4,0.006991203173898865,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],9,raw,10min_centered
faaa5_00004,3.4375429153442383,0.0,0.7109969258308411,0.7109969258308411,1.0,0.5909030437469482,70.49896240234375,6739.3369140625,-2.6770269870758057,48.383724212646484,True,,,10,7dce0e6c42ea47dd98dbdf2e5862216a,2021-09-27_18-40-19,1632757219,502.6995816230774,96047,crimv3mgpu023,10.141.0.29,502.6995816230774,0,10,"4_batch_size=1024,bidirectional=False,cnn_kernel_size=7,dropout_lin=0.92453,dropout_lstm=0.34575,hidden_dim=128,learning_rate=0.036803,lstm_layers=1,lstm_output_dim=68,opt_step_size=4,weight_decay=0.00027854",0.03680277104887201,1024,False,1,128,68,0.34575463380647276,0.9245253626652093,4,0.00027854129948806514,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],7,raw,10min_centered
faaa5_00005,2.278041362762451,0.5689161419868469,0.828614354133606,0.8636440634727478,0.9019942283630371,0.8254764080047607,70.68363952636719,6759.17529296875,-2.7009339332580566,110.26745772361755,True,,,11,f75e3e444ce54d35b53f6e3172abf6e7,2021-09-27_19-00-45,1632758445,1219.4404838085175,96072,crimv3mgpu023,10.141.0.29,1219.4404838085175,0,11,"5_batch_size=128,bidirectional=True,cnn_kernel_size=8,dropout_lin=0.17519,dropout_lstm=0.89148,hidden_dim=64,learning_rate=0.0095161,lstm_layers=1,lstm_output_dim=25,opt_step_size=5,weight_decay=0.000198",0.009516075145333758,128,True,1,64,25,0.8914814372395671,0.17519408624001365,5,0.00019800466388947987,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],8,raw,10min_centered
faaa5_00006,2.1068875789642334,0.5786714553833008,0.8367784023284912,0.8467504978179932,0.9413414001464844,0.8279709815979004,70.66425323486328,6757.12890625,-2.698350191116333,435.8599679470062,True,,,20,18c0d6dcfd5e4e4b870f550fe499097b,2021-09-27_21-26-15,1632767175,8722.91958808899,96055,crimv3mgpu023,10.141.0.29,8722.91958808899,0,20,"6_batch_size=32,bidirectional=False,cnn_kernel_size=4,dropout_lin=0.33034,dropout_lstm=0.70306,hidden_dim=128,learning_rate=0.0006014,lstm_layers=2,lstm_output_dim=111,opt_step_size=13,weight_decay=0.00039169",0.0006014024768893114,32,False,2,128,111,0.7030640881530368,0.3303356958927155,13,0.0003916854701757219,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],4,raw,10min_centered
faaa5_00007,2.578371524810791,0.5812016129493713,0.8372824192047119,0.8511425852775574,0.9353205561637878,0.8297299742698669,70.6829605102539,6758.96923828125,-2.7011313438415527,166.79639863967896,True,,,10,eda78b2982d84e6cb75170465637ba60,2021-09-27_21-54-20,1632768860,1672.907014131546,96074,crimv3mgpu023,10.141.0.29,1672.907014131546,0,10,"7_batch_size=64,bidirectional=True,cnn_kernel_size=6,dropout_lin=0.12686,dropout_lstm=0.61687,hidden_dim=32,learning_rate=6.4451e-05,lstm_layers=1,lstm_output_dim=130,opt_step_size=14,weight_decay=0.00063946",6.445111148735657e-05,64,True,1,32,130,0.6168729367479298,0.12685936943091614,14,0.0006394600521487259,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],6,raw,10min_centered
faaa5_00008,3.4167256355285645,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,70.68305206298828,6758.9521484375,-2.7011220455169678,266.324116230011,True,,,9,e3c9a997b0cd4f709e889f427e641bb7,2021-09-27_22-33-49,1632771229,2362.244802713394,96089,crimv3mgpu023,10.141.0.29,2362.244802713394,0,9,"8_batch_size=64,bidirectional=True,cnn_kernel_size=9,dropout_lin=0.46616,dropout_lstm=0.44456,hidden_dim=64,learning_rate=0.081727,lstm_layers=2,lstm_output_dim=54,opt_step_size=1,weight_decay=3.0792e-05",0.08172676460145636,64,True,2,64,54,0.4445608532205477,0.4661583062441994,1,3.0792205305025495e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],9,raw,10min_centered
faaa5_00009,7.446532726287842,0.5713574290275574,0.8333932757377625,0.8458919525146484,0.9364261627197266,0.8249619603157043,70.54346466064453,6743.0595703125,-2.6844899654388428,41.58355665206909,True,,,20,a05c0f082ad247f095eefbbf7e0de95d,2021-09-27_22-48-16,1632772096,855.4235961437225,96068,crimv3mgpu023,10.141.0.29,855.4235961437225,0,20,"9_batch_size=2048,bidirectional=True,cnn_kernel_size=10,dropout_lin=0.57287,dropout_lstm=0.80712,hidden_dim=32,learning_rate=3.9024e-05,lstm_layers=2,lstm_output_dim=126,opt_step_size=4,weight_decay=0.00018576",3.902408789742176e-05,2048,True,2,32,126,0.8071160757272091,0.5728672683787156,4,0.00018575912823862542,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],10,raw,10min_centered
