trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights
bc33a_00000,6.001235008239746,0.5743298530578613,0.8346354365348816,0.8481928706169128,0.9352081418037415,0.8266451954841614,70.62234497070312,6752.59130859375,-2.692964792251587,30.896913051605225,True,,,26,8adc3d2f3dfd44a1b1269804adecd33e,2021-09-23_19-45-09,1632415509,800.5506639480591,398863,crimv3mgpu022,10.141.0.28,800.5506639480591,0,26,"0_batch_size=512,bidirectional=False,dropout_lin=0.12473,dropout_lstm=0.64517,hidden_dim=32,learning_rate=1.1911e-05,lstm_layers=2,lstm_output_dim=125,opt_step_size=18,weight_decay=0.0050364",1.1910831932239658e-05,512,False,2,32,125,0.6451668873650783,0.12472723501942928,18,0.0050363630786528875,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00001,7.682415008544922,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,70.68305206298828,6758.9521484375,-2.7011220455169678,145.21136832237244,True,,,43,27af82785b6e4a5f9fcb013ec2f44b0b,2021-09-23_21-29-10,1632421750,6233.971162557602,398844,crimv3mgpu022,10.141.0.28,6233.971162557602,0,43,"1_batch_size=64,bidirectional=False,dropout_lin=0.84631,dropout_lstm=0.99416,hidden_dim=16,learning_rate=0.00018201,lstm_layers=2,lstm_output_dim=105,opt_step_size=16,weight_decay=0.00037617",0.00018200750395678706,64,False,2,16,105,0.9941589122803903,0.8463096371522217,16,0.00037617113854211866,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00002,7.590205192565918,0.0,0.7122480273246765,0.7122480273246765,1.0,0.5925511717796326,70.62234497070312,6752.59130859375,-2.692964792251587,146.84708428382874,True,,,24,2135be1ff7c443afa7867ed8e9112db4,2021-09-23_22-28-02,1632425282,3524.6475422382355,398849,crimv3mgpu022,10.141.0.28,3524.6475422382355,0,24,"2_batch_size=512,bidirectional=True,dropout_lin=0.73739,dropout_lstm=0.034358,hidden_dim=128,learning_rate=0.0033544,lstm_layers=2,lstm_output_dim=24,opt_step_size=7,weight_decay=0.0043013",0.0033544144236769768,512,True,2,128,24,0.03435774850686735,0.7373926937392639,7,0.004301332791569765,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00003,5.100129127502441,0.5519766807556152,0.8278212547302246,0.834906280040741,0.9454168677330017,0.8162384629249573,70.68406677246094,6759.28173828125,-2.7009923458099365,79.81447649002075,True,,,8,7c459910c342431b871996fb32a418b5,2021-09-23_22-38-48,1632425928,638.8979525566101,398840,crimv3mgpu022,10.141.0.28,638.8979525566101,0,8,"3_batch_size=128,bidirectional=False,dropout_lin=0.36047,dropout_lstm=0.60063,hidden_dim=64,learning_rate=0.076664,lstm_layers=1,lstm_output_dim=101,opt_step_size=8,weight_decay=5.0198e-05",0.07666422558517709,128,False,1,64,101,0.6006314405508624,0.36046773765039297,8,5.0197611552330614e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00004,6.204958438873291,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,70.68305206298828,6758.9521484375,-2.7011220455169678,140.30750846862793,True,,,15,24742f5068ea435ca87d6eaee6b559e5,2021-09-23_23-14-25,1632428065,2127.49231505394,398892,crimv3mgpu022,10.141.0.28,2127.49231505394,0,15,"4_batch_size=64,bidirectional=False,dropout_lin=0.78772,dropout_lstm=0.046783,hidden_dim=8,learning_rate=0.015712,lstm_layers=2,lstm_output_dim=85,opt_step_size=16,weight_decay=7.331e-05",0.015712498588686615,64,False,2,8,85,0.04678274915023428,0.7877232530538806,16,7.330994558302296e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00005,4.6101202964782715,0.5825665593147278,0.8375775814056396,0.8527854084968567,0.9332623481750488,0.8304610848426819,70.68305206298828,6758.9521484375,-2.7011220455169678,144.6005642414093,True,,,42,5079ed43be2844989394fd4c4af1d87b,2021-09-24_00-54-40,1632434080,6003.92848277092,398843,crimv3mgpu022,10.141.0.28,6003.92848277092,0,42,"5_batch_size=64,bidirectional=False,dropout_lin=0.30873,dropout_lstm=0.64356,hidden_dim=64,learning_rate=0.00076543,lstm_layers=1,lstm_output_dim=40,opt_step_size=12,weight_decay=0.00058997",0.0007654264285477712,64,False,1,64,40,0.6435629212073779,0.30873194734832266,12,0.0005899707141862601,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00006,10.692864418029785,0.5449725985527039,0.8257120847702026,0.8239108324050903,0.9608734250068665,0.8097406625747681,70.68363952636719,6759.17529296875,-2.7009339332580566,79.14013385772705,True,,,50,c63319370aab4f1a9eac421360d40738,2021-09-24_02-01-03,1632438063,3970.6876084804535,398880,crimv3mgpu022,10.141.0.28,3970.6876084804535,0,50,"6_batch_size=128,bidirectional=False,dropout_lin=0.66767,dropout_lstm=0.082766,hidden_dim=32,learning_rate=1.5686e-06,lstm_layers=2,lstm_output_dim=75,opt_step_size=18,weight_decay=8.6284e-05",1.5686214875138994e-06,128,False,2,32,75,0.08276647757375155,0.6676660066954482,18,8.628387883856728e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00007,8.204310417175293,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,70.68363952636719,6759.17529296875,-2.7009339332580566,85.30734825134277,True,,,22,f3d4de79dabd4d41acc30b5273c7b64c,2021-09-24_02-32-22,1632439942,1867.643738746643,398874,crimv3mgpu022,10.141.0.28,1867.643738746643,0,22,"7_batch_size=256,bidirectional=True,dropout_lin=0.46302,dropout_lstm=0.59505,hidden_dim=64,learning_rate=1.8084e-05,lstm_layers=2,lstm_output_dim=18,opt_step_size=7,weight_decay=0.00015326",1.8084405920277017e-05,256,True,2,64,18,0.595047836815377,0.4630173772463031,7,0.00015325987769633593,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00008,9.628605842590332,0.5573630332946777,0.8297145366668701,0.8308882117271423,0.9553651213645935,0.8162685632705688,70.62234497070312,6752.59130859375,-2.692964792251587,63.71796536445618,True,,,25,4628cadf01fa4c07b1a317ab238b2f0a,2021-09-24_02-58-47,1632441527,1573.7785840034485,398838,crimv3mgpu022,10.141.0.28,1573.7785840034485,0,25,"8_batch_size=512,bidirectional=True,dropout_lin=0.38286,dropout_lstm=0.80013,hidden_dim=64,learning_rate=1.213e-05,lstm_layers=2,lstm_output_dim=55,opt_step_size=6,weight_decay=0.0010738",1.2129816466929444e-05,512,True,2,64,55,0.800128278702136,0.38285852988711666,6,0.0010738021579897665,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
bc33a_00009,4.876496315002441,0.567074179649353,0.832478404045105,0.8450247049331665,0.9368128180503845,0.8237386345863342,70.68363952636719,6759.17529296875,-2.7009339332580566,79.49857831001282,True,,,14,e33c9c922e6c49ad81ec127d0a8746ea,2021-09-24_03-17-37,1632442657,1122.7286701202393,398837,crimv3mgpu022,10.141.0.28,1122.7286701202393,0,14,"9_batch_size=128,bidirectional=True,dropout_lin=0.32707,dropout_lstm=0.31762,hidden_dim=32,learning_rate=0.065346,lstm_layers=1,lstm_output_dim=92,opt_step_size=1,weight_decay=0.0067591",0.0653461912785375,128,True,1,32,92,0.31761927080859265,0.3270707304287921,1,0.006759104446498859,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.75, 0.25]"
