,main_y_loss,percentage_y_loss,loss,acc_main_y,prec_main_y,rec_main_y,f1_main_y,mcc_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,heads,win,featset,exp_name
0,0.3570798933506012,20.360702514648438,8.296789169311523,0.8599023222923279,0.9007675647735596,0.9175037145614624,0.8583853244781494,0.6047466993331909,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
1,0.3875621557235718,18.661592483520508,7.640768527984619,0.8407519459724426,0.863554060459137,0.939832866191864,0.8309069275856018,0.522804319858551,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
2,0.3456985056400299,20.99085235595703,8.540035247802734,0.8675390481948853,0.8863155245780945,0.9480351805686951,0.8613971471786499,0.6106261610984802,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
3,0.3831145465373993,17.496089935302734,7.175485610961914,0.8453320264816284,0.8578665256500244,0.955674409866333,0.8320991396903992,0.5306031107902527,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
4,0.41050219535827637,16.623781204223633,6.845771312713623,0.842578113079071,0.8660953640937805,0.9388859868049622,0.8334240913391113,0.5298914909362793,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
5,0.34312546253204346,21.10224151611328,8.582700729370117,0.8661230206489563,0.8972089290618896,0.9312723278999329,0.863008439540863,0.6154866218566895,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
6,0.35516080260276794,21.006349563598633,8.551894187927246,0.8654980659484863,0.8823529481887817,0.9504920244216919,0.858441174030304,0.6026453971862793,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
7,0.33506324887275696,20.42796516418457,8.310203552246094,0.8681347370147705,0.8891430497169495,0.9450408816337585,0.8627126812934875,0.6140917539596558,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
8,0.39506036043167114,18.672853469848633,7.649765491485596,0.8430859446525574,0.852785050868988,0.9601402282714844,0.8277686238288879,0.5207964181900024,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
9,0.37012743949890137,20.583972930908203,8.39327621459961,0.8453515768051147,0.855679988861084,0.9591293334960938,0.8310528993606567,0.5293145179748535,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
10,0.38926073908805847,17.446874618530273,7.159662246704102,0.8408789038658142,0.8627220988273621,0.9412788152694702,0.8306636214256287,0.5223366618156433,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
11,0.3403569757938385,20.464662551879883,8.327970504760742,0.8662304878234863,0.8819771409034729,0.9521299004554749,0.8589567542076111,0.6044007539749146,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
12,0.3893790543079376,20.727418899536133,8.461823463439941,0.8544238209724426,0.8777174949645996,0.940242350101471,0.8474894165992737,0.5703138113021851,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
13,0.3342702388763428,20.399768829345703,8.298542022705078,0.8682714700698853,0.8916319608688354,0.941867470741272,0.8634999394416809,0.6162264943122864,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
14,0.38700592517852783,17.503101348876953,7.180618762969971,0.8466113209724426,0.8552604913711548,0.9617781639099121,0.8318530917167664,0.5329256057739258,73.8796157836914,6840.26708984375,-3.800633192062378,twoheads,40min_notcentered,raw,exp_twoheads_raw_40min_notcentered_n20
