trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,mcc_all_awake,acc_all_awake,prec_all_awake,rec_all_awake,f1_all_awake,mcc_all_sleep,acc_all_sleep,prec_all_sleep,rec_all_sleep,f1_all_sleep,mcc_is_transition,acc_is_transition,prec_is_transition,rec_is_transition,f1_is_transition,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.main_weight,config.cnn_layers,config.cnn_kernel_size
1c480_00000,0.33835408091545105,0.5798660516738892,0.8529585599899292,0.8786298036575317,0.934343159198761,0.8472506999969482,0.5365146398544312,0.9025567770004272,0.6673330068588257,0.52173912525177,0.8973860740661621,0.5868778824806213,0.7938812971115112,0.774296224117279,0.8683934211730957,0.7920136451721191,0.4435689151287079,0.7652849555015564,0.6994212865829468,0.5149403214454651,0.7546844482421875,0.17705953121185303,0.07025576382875443,0.49131640791893005,47.72567582130432,True,,,30,e133d6917d2f4852a72a6abe38855b19,2021-11-06_01-55-36,1636152936,1448.1992535591125,307854,crimv3mgpu024,10.141.0.30,1448.1992535591125,0,30,"0_batch_size=1024,bidirectional=True,cnn_kernel_size=2,cnn_layers=1,dropout_lin=0.024244,dropout_lstm=0.007886,hidden_dim=8,learning_rate=0.0022065,lstm_layers=2,lstm_output_dim=58,main_weight=0.36021,opt_step_size=11",0.0022065408810018837,1024,True,2,8,58,0.007885953237418586,0.024244364659225637,11,"['main_y', 'all_awake', 'all_sleep', 'is_transition', 'percentage_y']","['main_y', 'all_awake', 'all_sleep', 'is_transition']",['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.MSELoss'>]",0.36021052850530344,1,2
