trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.use_cnn,config.cnn_kernel_size,config.featset,config.data_path
62e9e_00047,1.7392204999923706,0.6261149048805237,0.8621544241905212,0.8918748497962952,0.927090048789978,0.8592962026596069,73.35541534423828,6724.49609375,-3.865095853805542,45.47661232948303,True,,,20,b721f28bbaa1472693ebd87a4a827139,2021-09-29_11-39-56,1632904796,969.5684170722961,59238,crimv3srv042,10.141.0.36,969.5684170722961,0,20,"47_batch_size=256,bidirectional=False,cnn_kernel_size=6,dropout_lin=0.12701,dropout_lstm=0.94919,hidden_dim=8,learning_rate=0.0097861,lstm_layers=1,lstm_output_dim=120,opt_step_size=15,weight_decay=4.2771e-05",0.009786116154326742,256,False,1,8,120,0.9491890265179576,0.1270097458761461,15,4.2770702356270574e-05,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",[True],6,tsfresh,40min_centered
